Gyro 0,Gyro 1,Gyro 2,Orientation 0,Orientation 1,Orientation 2,Orientation 3,Sensor 0,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7
-1.3025641025641037,26.03374618560404,-55.74624245748766,112.17820823244551,-123.0124668128824,87.0564516129032,-6.144362075692527,3.249201704662615,2.2973022925912687,2.4479182366138663,5.478483368182851,-7.470589641481261,10.458823481381502,7.470588235042705,-0.498039215695826
-1.3025641025641037,26.03374618560404,-55.74624245748766,112.17820823244551,-123.0124668128824,87.0564516129032,-6.144362075692527,2.249476758865497,1.2940763527753736,-1.5358733909466054,2.4902466990467422,-10.458824835489821,9.462745049400905,-0.4980392159207401,-8.466666666675556
-2.575524475524477,25.828576557171083,-55.829840921557874,112.11670702179174,-122.98314671591828,87.0564516129032,-6.193913382754602,2.0623038472297064,1.3025437552193004,-1.5357052455028293,2.49024501737536,-10.458824742997702,9.462745048644157,-0.4980392159198974,-8.46666666667548
-2.575524475524477,25.828576557171083,-55.829840921557874,112.11670702179174,-122.98314671591828,87.0564516129032,-6.193913382754602,4.562261685680094,2.314197444343163,2.4480863820626313,-7.470531547472693,-15.439216752631511,-32.372549059982774,1.494117646820336,14.443137254891347
-2.575524475524477,25.828576557171083,-55.829840921557874,112.11670702179174,-122.98314671591828,87.0564516129032,-6.193913382754602,6.425604583122228,1.310889720605971,7.4274475981502945,-1.494059890870432,-0.49804031171972896,-12.450980434412685,-9.462745098247149,-2.4901960784407215
-2.2794871794871807,25.66900017950101,-55.74624245748766,112.17820823244551,-122.99780676440034,87.0564516129032,-6.193913382754602,6.747726906820883,1.319270408471512,7.426859113962701,-1.4940582091969157,-0.4980403033113566,-12.450980433319586,-9.462745098238742,-2.4901960784407
-2.2794871794871807,25.66900017950101,-55.74624245748766,112.17820823244551,-122.99780676440034,87.0564516129032,-6.193913382754602,0.9778020543863795,-3.68852313627338,-22.450905514517963,-2.490134015841847,10.458822329774062,-6.474509845387889,22.411764705599907,-17.43137254902769
-2.2794871794871807,25.66900017950101,-55.74624245748766,112.17820823244551,-122.99780676440034,87.0564516129032,-6.193913382754602,4.956200785915735,-0.6282191092464569,-1.5349485554560904,-0.49797651669769416,-36.35686351429342,-13.447058862777652,-14.443137255097312,0.49803921567687487
-1.9538461538461551,25.623406928738127,-55.74624245748766,112.17820823244551,-123.0124668128824,87.0564516129032,-6.144362075692527,4.746127056155122,-0.603242732541744,-1.5347804490344918,-0.4979756758632409,-36.35686320318358,-13.447058861600468,-14.443137255084707,0.49803921567687487
-1.9538461538461551,25.623406928738127,-55.74624245748766,112.17820823244551,-123.0124668128824,87.0564516129032,-6.144362075692527,7.657393976303668,2.431268039846123,-18.465012178929747,0.4981026532885958,-12.450980801869264,-1.4941176867460897,-32.37254901972662,-2.490196078440527
-1.9538461538461551,25.623406928738127,-55.74624245748766,112.17820823244551,-123.0124668128824,87.0564516129032,-6.144362075692527,0.049603355350669176,-0.579129632791529,-2.5289209539981954,14.443187489734093,-2.4901964883085435,12.450980349378819,4.482352940979849,-21.415686274517384
-2.634731934731936,25.486627176449492,-55.55117937465716,112.17820823244551,-122.99780676440034,87.29743833017076,-6.243464689816619,-0.8912219980437923,-0.5544860095387758,-2.5286688601906153,14.443175718019145,-2.4901964630834303,12.45098034836983,4.482352940976501,-21.41568627451719
-2.634731934731936,25.486627176449492,-55.55117937465716,112.17820823244551,-122.99780676440034,87.29743833017076,-6.243464689816619,5.884981808719847,1.4764522308230565,-1.5325109048142698,-3.486230843410123,-16.435294323810922,-1.494117688595878,4.482352940973149,0.4980392156772925
-2.634731934731936,25.486627176449492,-55.55117937465716,112.17820823244551,-122.99780676440034,87.29743833017076,-6.243464689816619,7.625647753789853,1.483839534111234,-2.528248773962161,24.40394219283996,-12.45098049916783,-2.490196119567452,-1.4941176472483733,-5.478431372557501
-1.6282051282051295,25.53222042721237,-55.85770707624795,112.23970944309929,-122.99780676440034,87.35768500948765,-6.243464689816619,8.089768613757261,1.4911349899128563,-2.5279967088343533,24.40392201276773,-12.450980389858987,-2.490196119315177,-1.4941176472466804,-5.478431372557439
-1.6282051282051295,25.53222042721237,-55.85770707624795,112.23970944309929,-122.99780676440034,87.35768500948765,-6.243464689816619,3.0364563096714914,3.504788623470537,12.410843430116346,1.494119601396045,-18.427450803101266,0.4980391743563962,6.474509803712574,2.4901960784223616
-1.6282051282051295,25.53222042721237,-55.85770707624795,112.23970944309929,-122.99780676440034,87.35768500948765,-6.243464689816619,3.692039147484891,11.520767579645327,2.4507757131260224,-25.399973423996755,41.337254582168974,21.41568622829151,3.4862745095984553,-5.4784313725573845
-1.9834498834498846,25.37264404954229,-55.6069116840373,112.23970944309929,-123.0124668128824,87.29743833017076,-6.243464689816619,3.999094562187301,11.443181828617279,2.4506074533972306,-25.39995156222263,41.33725423742561,21.415686226525775,3.4862745095959444,-5.478431372557322
-1.9834498834498846,25.37264404954229,-55.6069116840373,112.23970944309929,-123.0124668128824,87.29743833017076,-6.243464689816619,6.439226110777582,0.33041323299219005,13.405403796046325,6.4745499257098915,21.415685484178546,24.403921518179335,4.482352940963128,11.454901960774686
-1.9834498834498846,25.37264404954229,-55.6069116840373,112.23970944309929,-123.0124668128824,87.29743833017076,-6.243464689816619,3.1429749619887053,0.34659695164090265,6.432969683358683,2.490234927424071,2.4901953195241617,-0.49803926233280393,-2.4901960786280903,-0.49803921569500853
-2.575524475524477,25.418237300305172,-55.55117937465716,112.23970944309929,-122.99780676440034,87.53842504743831,-6.243464689816619,3.525755643595762,0.3626928901536033,6.432465207099906,2.490233245757649,2.490195302707427,-0.49803926224869866,-2.4901960786255586,-0.4980392156949893
-2.575524475524477,25.418237300305172,-55.55117937465716,112.23970944309929,-122.99780676440034,87.53842504743831,-6.243464689816619,2.5172461733972495,-4.637433260056074,-17.469780183214773,6.474541517362891,6.474508967591438,16.43529406721143,-1.494117647253331,-6.474509803929775
-2.575524475524477,25.418237300305172,-55.55117937465716,112.23970944309929,-122.99780676440034,87.53842504743831,-6.243464689816619,2.7092522357740787,-3.575963706642396,-1.533772999960087,-12.45093580568545,-12.450981070937324,-25.400000042004066,-0.49803921588194444,2.4901960784225032
-3.4044289044289053,25.349847424160853,-55.57904552934723,112.05520581113797,-122.98314671591828,87.83965844402275,-6.243464689816619,3.3018836912526903,-3.526487213052798,-1.5336049442570971,-12.450924874799632,-12.450980961628437,-25.40000003981787,-0.49803921588109357,2.490196078422496
-3.4044289044289053,25.349847424160853,-55.57904552934723,112.05520581113797,-122.98314671591828,87.83965844402275,-6.243464689816619,0.1567094092326089,0.5356161379571727,11.413339444252902,2.4902483808476443,7.470587556184161,-11.45490200167494,-1.494117647249938,15.439215686264566
-3.4044289044289053,25.349847424160853,-55.57904552934723,112.05520581113797,-122.98314671591828,87.83965844402275,-6.243464689816619,4.415474638112759,-2.4590227809561975,-17.468855710431544,-2.490140742413148,-3.4862751273514974,-10.458823569526139,6.474509803709315,10.458823529402109
-3.374825174825176,25.235864297253656,-55.38398244651673,111.87070217917676,-122.96848666743622,88.20113851992407,-6.243464689816619,5.015168866296678,-2.4187281594423764,-17.46734252333528,-2.4901382199016417,-3.4862750937179894,-10.458823568601186,6.474509803704282,10.458823529402036
-3.374825174825176,25.235864297253656,-55.38398244651673,111.87070217917676,-122.96848666743622,88.20113851992407,-6.243464689816619,4.088607553043086,-0.37225104326395053,-18.461735272524297,-18.427375510475013,1.4941170420414474,-18.427451016794365,-1.4941176472583138,-7.470588235302453
-3.374825174825176,25.235864297253656,-55.38398244651673,111.87070217917676,-122.96848666743622,88.20113851992407,-6.243464689816619,3.617290945897122,-2.3558931738394806,-0.5338324427680492,42.33336725280166,10.458822817459758,-11.454901997218382,5.478431372331245,-1.4941176470675714
-3.670862470862472,25.349847424160853,-55.63477783872737,111.62469733656178,-122.93916657047214,88.50237191650852,-6.193913382754602,3.6446374306420575,-2.3163611439927196,-0.5337486271828439,42.33333193765824,10.458822733376023,-11.454901996209347,5.478431372327052,-1.4941176470675452
-3.670862470862472,25.349847424160853,-55.63477783872737,111.62469733656178,-122.93916657047214,88.50237191650852,-6.193913382754602,5.611834478325985,3.742228656103107,4.4458645461995765,5.478429554773408,-3.4862752366603154,2.4901960407564134,12.450980391910724,-7.470588235302324
-3.670862470862472,25.349847424160853,-55.63477783872737,111.62469733656178,-122.93916657047214,88.50237191650852,-6.193913382754602,8.199821578900767,0.7206718301193851,-3.521718969966767,-2.4901945559286673,-5.478432043877177,4.4823529028678095,-16.43529411782052,9.4627450980297
-3.9668997668997683,25.144677795727898,-55.63477783872737,111.31719128329303,-122.90984647350803,88.98434535104363,-6.094810768630509,8.351452083885441,0.7341134728653933,-3.521382940306578,-2.490192033394427,-5.4784319934269154,4.482352902531504,-16.435294117806222,9.462745098029632
-3.9668997668997683,25.144677795727898,-55.63477783872737,111.31719128329303,-122.90984647350803,88.98434535104363,-6.094810768630509,7.670133847185619,5.7634886040746025,-4.516952797332573,-11.454886905720894,-5.478431942976651,-1.494117684643397,-19.423529411901015,-2.490196078440042
-3.9668997668997683,25.144677795727898,-55.63477783872737,111.31719128329303,-122.90984647350803,88.98434535104363,-6.094810768630509,4.24577576602503,7.740649587799815,17.393396463441896,2.490208020788761,-6.474510312951573,-8.466666702453564,-5.478431372708474,-12.450980392164677
-3.4044289044289053,25.304254173397972,-55.885573230938014,111.13268765133171,-122.90984647350803,89.34582542694496,-6.045259461568492,3.776100314382501,7.694419824559486,17.39196699381452,2.490206339133712,-6.474510254092937,-8.46666670169678,-5.478431372703434,-12.450980392164553
-3.4044289044289053,25.304254173397972,-55.885573230938014,111.13268765133171,-122.90984647350803,89.34582542694496,-6.045259461568492,6.342888122782405,3.6353710157048686,3.447855372096669,12.450979540656752,20.41960715624572,1.4941176104576632,7.470588235107645,3.486274509795052
-3.4044289044289053,25.304254173397972,-55.885573230938014,111.13268765133171,-122.90984647350803,89.34582542694496,-6.045259461568492,6.095657476867759,5.629646565919593,5.439414735864662,-10.458812780670645,4.4823522612752775,6.47450976607244,4.482352940992673,2.4901960784225747
-2.9011655011655026,25.190271046490775,-55.8019747668678,111.07118644067793,-122.92450652199008,89.64705882352939,-5.995708154506417,6.0185578348982895,5.600490244573415,5.438994227219961,-10.458803531444481,4.482352227641806,6.474509765567968,4.482352940989308,2.490196078422573
-2.9011655011655026,25.190271046490775,-55.8019747668678,111.07118644067793,-122.92450652199008,89.64705882352939,-5.995708154506417,6.561517426044116,14.600405817743914,38.30346752229898,27.392150273851826,11.45490113698464,-1.4941176840546306,-3.486274509971618,-5.478431372557168
-2.9011655011655026,25.190271046490775,-55.8019747668678,111.07118644067793,-122.92450652199008,89.64705882352939,-5.995708154506417,5.669036255313558,2.45641774634102,0.4558496187654318,-3.48627456656971,-22.411765249963768,-1.4941176838864296,0.4980392155105228,-2.4901960784396993
-2.6643356643356655,25.076287919583578,-55.96917169500823,111.07118644067793,-122.9538266189542,89.94829222011383,-5.896605540382382,5.853705054216394,2.453163605186294,0.4558496261776025,-3.4862712031978162,-22.411765056571124,-1.4941176837182286,0.49803921551052016,-2.4901960784396584
-2.6643356643356655,25.076287919583578,-55.96917169500823,111.07118644067793,-122.9538266189542,89.94829222011383,-5.896605540382382,-2.2477311854837856,-4.5727026488580265,-30.417232407866443,-7.470577793098297,-5.478431715950327,9.462745058987402,7.470588235098384,13.447058823519859
-2.6643356643356655,25.076287919583578,-55.96917169500823,111.07118644067793,-122.9538266189542,89.94829222011383,-5.896605540382382,1.8234633778921383,7.521966709604282,6.433891019116315,0.4980488401589784,10.458823061302915,2.4901960402523207,13.44705882331067,1.4941176470501527
-2.101864801864803,25.121881170346455,-55.9970378496983,111.07118644067793,-122.96848666743622,89.94829222011383,-5.896605540382382,1.4455686890756372,7.476010808633964,6.4333865014146605,0.4980488401788747,10.45882297721919,2.49019604008419,13.447058823299736,1.494117647050158
-2.101864801864803,25.121881170346455,-55.9970378496983,111.07118644067793,-122.96848666743622,89.94829222011383,-5.896605540382382,1.4812280874298098,3.41730597790479,11.412411366483283,-3.486261113072181,-6.474510254092691,-4.482352978062305,15.439215686028193,-3.4862745098121737
-2.101864801864803,25.121881170346455,-55.9970378496983,111.07118644067793,-122.96848666743622,89.94829222011383,-5.896605540382382,0.7943631372886708,0.39586558106653613,3.44423956699366,11.454904575060107,7.470587690718558,4.482352902616045,7.47058823505802,0.49803921567774456
-2.2202797202797218,25.190271046490775,-56.080636313768515,111.13268765133171,-122.96848666743622,90.00853889943072,-5.847054233320307,-0.13328222126486278,0.4095294268512033,3.4439873383385353,11.454895325876215,7.4705876318599636,4.482352902279743,7.4705882350521335,0.4980392156777587
-2.2202797202797218,25.190271046490775,-56.080636313768515,111.13268765133171,-122.96848666743622,90.00853889943072,-5.847054233320307,6.952315303660559,-3.5898013130739868,-20.45800581499902,-6.474508713023058,-4.4823534721008595,4.482352901943442,-16.435294117826444,-7.470588235301966
-2.2202797202797218,25.190271046490775,-56.080636313768515,111.13268765133171,-122.96848666743622,90.00853889943072,-5.847054233320307,2.1753581543544342,-2.539227109822953,-31.41120495764407,-21.415665151906783,-20.419608156861926,5.478431332746907,-9.462745098224293,16.435294117637333
-1.7466200466200479,24.93950816729494,-55.71837630279759,111.31719128329303,-123.07110700681059,90.06878557874761,-5.698400312134197,1.6752410426906699,-2.500602717376063,-31.408514818658787,-21.41564665347823,-20.41960798028603,5.478431332326525,-9.462745098215894,16.435294117637216
-1.7466200466200479,24.93950816729494,-55.71837630279759,111.31719128329303,-123.07110700681059,90.06878557874761,-5.698400312134197,1.9441872187384939,3.557147147891161,16.39765707725939,-8.466620806926901,7.47058796819506,-0.4980392549324546,12.450980391925793,-1.4941176470673236
-1.7466200466200479,24.93950816729494,-55.71837630279759,111.31719128329303,-123.07110700681059,90.06878557874761,-5.698400312134197,4.524304528741061,1.5380441910095946,-12.484958628274077,-9.462690727707248,14.443136852312762,-3.486274548267633,6.474509803697523,-8.466666666674566
-2.397902097902099,24.757135164243422,-55.467580910586946,111.44019370460046,-123.14440724922085,90.43026565464893,-5.549746390948087,4.871159681618939,1.5423143563186903,-12.483865974407646,-9.462682319336473,14.443136734595544,-3.486274547931262,6.4745098036924675,-8.466666666674477
-2.397902097902099,24.757135164243422,-55.467580910586946,111.44019370460046,-123.14440724922085,90.43026565464893,-5.549746390948087,4.442363577670656,-0.45995581805787156,1.4599088453845246,18.42749576192742,2.4901955717760966,5.478431332663004,1.4941176468389363,-5.4784313725569875
-2.397902097902099,24.757135164243422,-55.467580910586946,111.44019370460046,-123.14440724922085,90.43026565464893,-5.549746390948087,4.724095938153299,0.5642976161523288,5.443447927367878,12.45101569696046,-9.462745490142858,3.486274469963092,1.4941176468380848,6.474509803912684
-2.249883449883451,24.9167115419135,-55.43971475589687,111.56319612590801,-123.20304744314905,90.6712523719165,-5.450643776824052,5.25687442433368,0.5766888688508849,5.443027246769549,12.451005606925797,-9.462745406059085,3.4862744697108794,1.4941176468372328,6.474509803912645
-2.249883449883451,24.9167115419135,-55.43971475589687,111.56319612590801,-123.20304744314905,90.6712523719165,-5.450643776824052,1.8178255385478925,-4.427184197620117,-12.483699117794457,-2.490166807870678,4.482352563977292,11.454901918576796,-2.4901960786424,-2.490196078439598
-2.249883449883451,24.9167115419135,-55.43971475589687,111.56319612590801,-123.20304744314905,90.6712523719165,-5.450643776824052,5.518439036130047,4.6563054170500155,13.410946161670141,13.447075527735677,-4.482353253482851,6.474509761953084,11.454901960535842,-2.4901960784395576
-2.7531468531468546,24.802728415006303,-55.30038398244652,111.62469733656178,-123.26168763707724,91.15322580645159,-5.351541162699959,5.83558117639358,4.634216394077658,13.409852916400505,13.447064596871892,-4.482353211440951,6.474509761448624,11.454901960526584,-2.4901960784395167
-2.7531468531468546,24.802728415006303,-55.30038398244652,111.62469733656178,-123.26168763707724,91.15322580645159,-5.351541162699959,7.125730525906395,-0.4039991321458376,-11.488887090561406,5.478433759470813,1.4941173531520633,4.48235289866463,17.431372548735503,13.447058823520003
