Gyro 0 Mean,Gyro 0 Variance,Gyro 1 Mean,Gyro 1 Variance,Gyro 2 Mean,Gyro 2 Variance,Label,Orientation 0 Mean,Orientation 0 Variance,Orientation 1 Mean,Orientation 1 Variance,Orientation 2 Mean,Orientation 2 Variance,Orientation 3 Mean,Orientation 3 Variance,Sensor 0 Mean,Sensor 0 Variance,Sensor 1 Mean,Sensor 1 Variance,Sensor 2 Mean,Sensor 2 Variance,Sensor 3 Mean,Sensor 3 Variance,Sensor 4 Mean,Sensor 4 Variance,Sensor 5 Mean,Sensor 5 Variance,Sensor 6 Mean,Sensor 6 Variance,Sensor 7 Mean,Sensor 7 Variance
-38.30315637612711,1288.0840480128702,-84.16104859335042,1299.0195445396973,-45.39893781360997,1396.3414780372107,1,85.24214309088211,5460.447180612245,-101.2908071400238,3579.0538431224945,66.43205227924767,6773.663140185239,-97.1484939012948,3931.07838195496,-9.57089075630252,661.7787311562745,-0.2231215686274489,803.9292117982933,14.237854545454535,1038.5233508350414,0.18925490196078626,790.8187232049211,0.9960784313725508,1221.3144206074585,-2.0957570850202494,827.8154522594369,-0.2868705882352927,711.5929323321184,-2.11498007968128,671.4287573276615
-20.030080808080807,1618.982469510033,-45.94278948309783,1414.6648591628675,-57.79105215759849,1341.5618792621026,1,-86.16187029809849,5563.347375633978,81.65558603863099,4258.75324368466,56.45612529199405,2964.235009128239,-45.5382872062663,2198.620489366344,4.179174089068818,673.348173916373,-0.6853019607843122,1028.4744902805996,-0.2968313725490179,990.8280425241983,14.838480349344964,794.6427341937796,1.7610666666666683,1875.8446698779856,2.8456991150442468,1188.2748977918395,-0.4004235294117628,1035.6694654107807,-2.102734177215193,832.4223228986807
-28.108070997515078,1331.8388212162324,-81.55363324708927,1225.2327713360405,-64.0182888510316,1254.0328473597738,1,-84.2342623963583,5151.9816479554165,74.3567299808497,3847.715516607321,50.53254596397601,3745.7306745227334,-1.995714285714368,1435.1678697028146,-9.797755274261597,502.00686049913656,-0.1494117647058805,711.6727466359092,5.990166666666663,1139.0169871944445,-2.405461187214605,1359.0054061921978,1.2351372549019628,2039.2516916016918,-4.101020242914987,920.4185265402807,-0.34065882352940985,1170.6690242610691,-0.3400159362549832,818.0837951407756
-10.424727069767439,1607.6896844255716,-66.38335601971367,1612.0536243728272,-48.34983440899871,1646.4453800712176,1,81.29646862461881,5706.357129379231,-100.20306914521272,3696.5830207981267,60.20881498420996,6412.543601260032,-92.09292901151888,4683.563369170911,-1.743730158730157,719.0846849269337,-10.904779661016947,1124.6265837621374,3.934951612903223,1336.6185336657131,-3.409108433734935,809.8844184864114,2.0801897233201547,1400.5712270002027,-0.11355294117646872,747.9004317426221,-0.8785411764705865,1130.0445715219687,-2.14690476190476,881.0126927374652
-17.766160982639136,1432.4531715542014,-52.445633802816886,1199.8110765507565,-48.4896982056545,1444.2997529982056,1,-93.05603939541687,4801.861946897765,60.010752783964364,5453.456642108998,97.78753872026907,3233.730747935941,-86.29913436532513,5254.2788380199545,13.421316017316025,773.6353108641893,-14.991799086757982,1118.315703141803,8.965456066945606,1244.0571272642985,0.07570196078431543,891.6574782558093,1.6534901960784334,1848.494672116878,-0.5893679653679594,961.7621097667584,0.8895019762845823,1198.160769236576,0.14542745098039345,786.7932661121722
-22.7565444960462,1332.2679248917902,-57.85909373157792,1314.4918761901704,-56.57244669923589,1288.916545429378,1,-90.99500027137043,5239.154341631507,89.59412835472583,3562.0314587527973,50.556373861137295,3120.487538936691,27.97328179824557,1392.5142529898749,4.658731707317066,424.99137387956887,-16.522308370044048,902.4843540900076,0.11355294117647274,1034.0984678210534,1.116395256916993,1114.475579860582,2.8766745098039235,2060.469350546652,-3.8926016260162695,1053.7966211844796,0.13745882352941366,1303.447387270988,1.7486533864541818,897.9051150339836
-20.627856054717856,1736.0512770418654,-59.75639469128679,1225.975118205333,-54.38750580919654,1567.4926889789124,1,-80.04478576563625,5496.6084702719645,77.89843714325491,3793.281737533864,32.25167926267279,2704.2489212271507,-43.923623389494466,3977.872360815989,4.499723577235766,388.4071259728996,8.71284033613445,812.7543353164324,15.490488479262678,1499.8106600247193,-5.9998353909465205,980.9552420261136,-1.0708639999999965,1905.510598261504,-4.1298137651821945,673.0942087217296,-0.1633568627450966,1214.1480636934102,18.372666666666678,765.9064459089361
-27.629539297177192,1567.0564873936205,-70.50759134615383,1204.4117605009833,-55.98144654583662,1359.060182814068,1,-90.67462800112982,5205.709815117047,84.80924991152948,3659.5741852170618,-38.45282521008401,9346.42400598542,87.83299403768184,2549.854204853276,4.433671361502348,648.2720747121601,-0.2510117647058808,752.977865250842,-4.987636363636353,1354.5170730130455,10.443947598253269,966.2217917870368,1.2251764705882373,2069.6723870449828,-7.687733333333332,984.2927267511113,4.189457489878533,1467.7070365091051,4.384728813559336,1061.8596466242461
-29.85301306841701,1390.3596311487802,-57.24091931668857,1107.6148684361854,-55.211596863901356,1412.2714808571307,1,-89.2041673390633,5428.596954671346,87.66313331162488,3312.9602747826048,37.2065986584684,3755.4864069076475,88.04096980899567,2766.6643866272166,9.182582278481014,636.1427332161156,-2.182592885375497,932.2457922102203,-9.301949579831929,1392.0842335552572,-0.06574117647058668,1352.7173590511954,1.0518588235294135,1755.7190905317034,7.112000000000004,945.2436492473614,-1.224,1167.005824,3.76371555555554,1108.5950830045235
-19.93725421959283,1382.3341364970565,-78.08326015473888,988.5521723118223,-33.58395817078457,1323.44965549234,1,68.1904895912475,4477.933658688655,-100.16138235535496,3200.9950351169896,31.879272365805182,4719.644438754517,-84.03659127305444,3480.7644640653425,29.181777777777768,826.5625622445327,-0.914399999999998,1028.3104048353096,6.906280991735544,1497.9552345058396,0.07370980392156991,1616.911872270419,3.1276862745098053,1713.7259322168395,0.6115921568627468,835.5092406622682,-0.2569882352941161,1552.3322859358093,2.556321285140566,1020.5579436045224
