Gyro 0 Mean,Gyro 0 Variance,Gyro 1 Mean,Gyro 1 Variance,Gyro 2 Mean,Gyro 2 Variance,Label,Orientation 0 Mean,Orientation 0 Variance,Orientation 1 Mean,Orientation 1 Variance,Orientation 2 Mean,Orientation 2 Variance,Orientation 3 Mean,Orientation 3 Variance,Sensor 0 Mean,Sensor 0 Variance,Sensor 1 Mean,Sensor 1 Variance,Sensor 2 Mean,Sensor 2 Variance,Sensor 3 Mean,Sensor 3 Variance,Sensor 4 Mean,Sensor 4 Variance,Sensor 5 Mean,Sensor 5 Variance,Sensor 6 Mean,Sensor 6 Variance,Sensor 7 Mean,Sensor 7 Variance,sch 0,sch 1,sch 2,sch 3,sch 4,sch 5,sch 6,sch 7,zcr 0,zcr 1,zcr 2,zcr 3,zcr 4,zcr 5,zcr 6,zcr 7
-28.108070997515078,1331.8388212162324,-81.55363324708927,1225.2327713360405,-64.0182888510316,1254.0328473597738,1,-84.2342623963583,5151.9816479554165,74.3567299808497,3847.715516607321,50.53254596397601,3745.7306745227334,-1.995714285714368,1435.1678697028146,-15.315533043868252,379.00320353563825,-0.02169498036190101,707.8091039396593,5.991659524695227,1139.0886035957942,-2.405423606543971,1359.0057617361247,1.235137707939463,2039.2516362493395,-4.101020247420203,920.41852654023,-0.3406588235340394,1170.6690242599768,-0.34001593625215903,818.0837951408099,3.2847682119205297,4.5,3.881889763779528,4.468468468468467,4.4587155963302765,4.275862068965517,4.635514018691588,3.6058394160583935,4.581818181818182,2.7808988764044944,3.1656050955414017,3.125786163522013,2.85632183908046,3.264900662251656,2.84,2.6105263157894742
-20.474370207139714,1527.1497249212493,-37.719600756859045,999.3861822566645,-43.698061578330346,1468.8683662222393,1,-77.36031818181819,6069.10588818497,96.8931180776575,3717.883747462276,-69.81205942646551,6612.54828041826,95.00169258230859,4583.660886091022,29.48939253782752,603.1451222552728,-0.27424208207205136,878.3171858030955,20.24996048693648,1168.7575409831531,10.254709161202094,1066.3138260080625,2.2690676765899163,1225.2540418918586,0.3844862646324848,487.0226312350544,-0.5099921568345307,866.2178168650478,3.0500566801629083,669.7939090216958,3.3931034482758617,4.066115702479339,3.5611510791366907,4.024390243902439,4.653846153846153,4.45945945945946,4.6761904761904765,4.194915254237288,6.7391304347826075,2.862068965517241,4.504587155963303,8.163636363636364,2.6020942408376957,2.734806629834254,2.7709497206703912,2.9580838323353293
-38.30315637612711,1288.0840480128702,-84.16104859335042,1299.0195445396973,-45.39893781360997,1396.3414780372107,1,85.24214309088211,5460.447180612245,-101.2908071400238,3579.0538431224945,66.43205227924767,6773.663140185239,-97.1484939012948,3931.07838195496,-23.427426357765693,521.6106238282177,-0.6784200443345921,801.9484139748206,14.233979691900716,1038.6004539831706,0.18919353726866608,790.8181217414218,0.996078566097625,1221.314403850148,-2.0957570836402475,827.8154521758902,-0.2868705883209507,711.5929323318259,-2.1149800796824407,671.4287573276625,3.4137931034482767,4.396396396396397,3.828125,4.2393162393162385,4.350877192982456,4.142857142857143,4.688679245283018,3.6865671641791047,5.787878787878787,2.9408284023668636,5.092783505154639,3.05625,2.7555555555555555,2.8448275862068964,3.0683229813664594,2.7865168539325844
-33.493399380804966,1449.134168965202,-87.99077707006369,1196.7855256509386,-73.86848792000497,1260.7668644545315,1,-87.00837705977385,5339.223060131921,81.35598452150617,4022.225297331687,57.39743360752057,2899.3793541364616,-9.634043847874807,2090.1851118923087,2.4502829734324627,640.2885983054757,-8.036692683324354,1042.1684556164792,-0.7398403993606827,1195.266585435267,0.09553952082496324,1033.2131479176333,1.928408376860529,1967.904056911948,-0.061756863328370874,979.2959847971492,0.04781176473415735,1053.0675033161476,0.02390588235536033,605.976562349615,3.2287581699346406,3.8203125,4.5,3.936507936507936,4.410714285714286,3.991869918699187,4.5,4.275862068965517,2.88953488372093,4.008196721311475,3.0304878048780486,2.8505747126436782,2.6775956284153004,2.6105263157894742,2.6956521739130435,2.952380952380953
-29.85301306841701,1390.3596311487802,-57.24091931668857,1107.6148684361854,-55.211596863901356,1412.2714808571307,1,-89.2041673390633,5428.596954671346,87.66313331162488,3312.9602747826048,37.2065986584684,3755.4864069076475,88.04096980899567,2766.6643866272166,-19.252501827940648,401.547845617512,-2.9315739184942347,931.3065427370096,-9.316333856136943,1392.007634428114,-0.06579258377114848,1352.7166099631188,1.051858117210691,1755.7190744475022,7.112000004694465,945.2436490458624,-1.2240000000525688,1167.0058240003916,3.7637155555471016,1108.5950830045238,3.3767123287671232,4.2844827586206895,4.396396396396397,4.730769230769232,4.321428571428571,4.1,4.45945945945946,3.4375,4.50909090909091,2.721311475409836,3.699248120300752,3.1265822784810124,2.9005847953216373,3.9915966386554618,2.929411764705882,3.3288590604026846
-10.560980384307461,1822.5722051693008,-68.49617471689393,1852.2523316682605,-49.441215910638896,1715.39167399986,1,78.16838265813789,5852.856158541093,-96.12100810944222,3951.8491822657575,64.65302202469134,6867.4344041814975,-90.52860186029542,4548.551131321229,4.618863128266977,432.3483982081057,-0.6534755058400061,1042.542774317068,1.129260650731623,1215.3493521860235,0.304759195447623,1063.1756376005426,1.6913431208061966,1295.9979829840759,11.789923414400988,859.2042115522017,3.2323548387217267,755.6374233001619,11.334478632480314,759.3916318243864,3.227272727272727,4.304347826086956,4.252173913043478,4.45945945945946,4.410714285714286,3.7615384615384615,4.066115702479339,3.5942028985507246,3.1730769230769242,2.7765363128491622,2.823863636363636,3.0,2.862068965517241,5.014084507042254,3.360544217687075,5.468354430379748
-17.766160982639136,1432.4531715542014,-52.445633802816886,1199.8110765507565,-48.4896982056545,1444.2997529982056,1,-93.05603939541687,4801.861946897765,60.010752783964364,5453.456642108998,97.78753872026907,3233.730747935941,-86.29913436532513,5254.2788380199545,10.314502885736903,545.3776783884883,-15.115765978101544,1110.7256128236554,8.960447417451283,1243.9077625194545,0.07566654057201368,891.6572683404753,1.6534903796676903,1848.4946255508967,-0.5893679659169563,961.7621096328328,0.889501976217521,1198.1607692347964,0.14542745097410012,786.7932661121788,3.358108108108108,3.875,3.6397058823529416,4.679245283018868,4.189655172413794,4.833333333333333,4.50909090909091,3.7575757575757582,4.936842105263158,4.392857142857143,3.6296296296296298,2.6847826086956523,2.5515463917525767,2.6382978723404253,2.9939393939393937,2.792134831460674
-30.52487865190946,1428.4571908063485,-73.53746080483832,1383.5392842934396,-41.483359375,1506.5566484177655,1,-69.79807622601278,4872.1249632020035,93.28206669798028,3531.9057102125184,-54.14345452460145,5783.287242690758,91.3039177592372,3925.901640262185,-30.37133602249866,428.89743748920097,-9.86807576344916,626.1976560844238,-0.4760082993828352,1012.7097367170654,1.4494060250213538,1146.9800586722033,0.07371006098959093,1438.0112827678927,-6.658353914236766,834.3508837107784,3.4023709677669043,1187.04060449768,-0.20320000000111416,668.7165343505269,3.4685314685314683,4.008130081300813,4.423423423423422,4.7961165048543695,4.28695652173913,4.2222222222222205,3.7983870967741935,3.873015873015873,7.275862068965517,4.283018867924528,3.264900662251656,2.9176470588235293,2.976047904191617,4.033613445378151,3.3288590604026846,2.523316062176166
-31.04876400786852,1460.5999829082114,-53.22252318259874,1333.2406730168545,-75.87308654670093,1015.5252930215075,1,-83.51084339488636,5516.7091426014895,92.1805193953223,3637.180664707921,12.06386171574904,4605.462545523022,75.88057142857143,2589.468022530612,3.170680844506688,507.7987499104975,2.2804472101368605,829.3060240529248,23.66290150245718,1562.5888478998902,-2.2343754153786284,857.0562858477832,2.0618836928583524,1387.6531872469063,0.6354980350731375,1061.5081704659424,-0.2808941176769099,1129.4079938094487,-0.046000000005455566,797.5358839999648,3.1069182389937122,4.186440677966102,3.736842105263158,4.699029126213592,4.1260504201680686,4.598130841121495,4.3539823008849545,4.016260162601626,2.862068965517241,2.677419354838709,4.4774774774774775,2.9879518072289155,2.8457142857142856,2.6436170212765955,2.963855421686747,2.515151515151515
-17.135232474901787,2079.691147661245,-45.25444652406416,1235.0063591157955,-56.805591302022975,1949.114581253543,1,-66.8737016419352,6690.417229832591,68.51732298455005,5207.2459048012815,80.18019005719313,3798.400625527928,-36.50222546419103,6125.332625807041,-13.670130832019167,480.31705590789636,-13.897333017058218,763.5768544239622,-9.47148952432332,932.1704382475816,12.222499587827865,1047.3563947539246,1.527983984338254,1597.9180366913904,0.4064000044561328,765.071492389046,-0.25101176461424435,1104.0639659196622,6.461843621398336,689.1680604923991,3.2905405405405403,3.9354838709677415,4.254385964912281,3.7709923664122136,4.232758620689655,4.117647058823529,4.6952380952380945,4.016260162601626,4.820224719101123,5.689655172413793,3.8139534883720936,5.370786516853934,2.957575757575757,2.929411764705882,3.2847682119205297,5.5443037974683556
