Gyro 0 Mean,Gyro 0 Variance,Gyro 1 Mean,Gyro 1 Variance,Gyro 2 Mean,Gyro 2 Variance,Label,Orientation 0 Mean,Orientation 0 Variance,Orientation 1 Mean,Orientation 1 Variance,Orientation 2 Mean,Orientation 2 Variance,Orientation 3 Mean,Orientation 3 Variance,Sensor 0 Mean,Sensor 0 Variance,Sensor 1 Mean,Sensor 1 Variance,Sensor 2 Mean,Sensor 2 Variance,Sensor 3 Mean,Sensor 3 Variance,Sensor 4 Mean,Sensor 4 Variance,Sensor 5 Mean,Sensor 5 Variance,Sensor 6 Mean,Sensor 6 Variance,Sensor 7 Mean,Sensor 7 Variance,sch 0,sch 1,sch 2,sch 3,sch 4,sch 5,sch 6,sch 7,zcr 0,zcr 1,zcr 2,zcr 3,zcr 4,zcr 5,zcr 6,zcr 7
-28.10807099751508,1331.8388212162329,-81.55363324708927,1225.2327713360403,-64.0182888510316,1254.0328473597738,1,-84.2342623963583,5151.9816479554165,74.3567299808497,3847.715516607321,50.532545963976006,3745.7306745227334,-1.9957142857143682,1435.1678697028144,-9.812759493670882,495.0828713814382,0.0418352941176487,706.5498994198539,5.899149999999994,1135.5449108052778,-2.384584474885838,1353.993736699068,1.1554509803921587,2035.691777599385,-4.031093117408913,915.4755787769014,-0.24702745098039017,1166.3545235822528,-0.327872509960162,812.3531448768114,4.669902912621359,3.375,3.1225806451612903,4.718446601941747,3.408450704225352,4.405405405405405,3.872,3.7363636363636363,5.193548387096774,3.326530612244898,3.206451612903226,3.5596330275229358,3.2697368421052633,4.217391304347826,3.7384615384615385,3.7027027027027026
-20.474370207139714,1527.1497249212487,-37.719600756859045,999.3861822566643,-43.698061578330346,1468.8683662222397,1,-77.36031818181819,6069.10588818497,96.8931180776575,3717.8837474622756,-69.81205942646551,6612.54828041826,95.0016925823086,4583.660886091022,6.549421487603313,544.4425966532341,-1.081741176470587,877.1899996565014,20.29354166666668,1160.4206462239586,10.4721186440678,1057.9404247270902,2.3228549019607856,1220.9986875880973,0.37651764705882523,480.28192418079203,-0.5916705882352924,860.182738710096,3.2043076923076694,663.5798197758362,3.3958333333333335,3.075,4.091666666666667,8.163636363636364,3.0683229813664594,4.422018348623853,4.008196721311475,3.4859154929577465,3.410958904109589,3.0365853658536586,4.6761904761904765,8.471698113207546,2.9760479041916166,4.533333333333333,3.968,3.716417910447761
-38.303156376127106,1288.0840480128702,-84.1610485933504,1299.0195445396973,-45.39893781360997,1396.3414780372107,1,85.24214309088211,5460.447180612244,-101.2908071400238,3579.0538431224945,66.43205227924767,6773.663140185239,-97.1484939012948,3931.07838195496,-9.393731092436974,654.7715627910459,-0.264956862745096,800.043289840892,14.293272727272718,1033.7164076363636,0.4183529411764724,785.1789185328721,0.9841254901960805,1215.754144493595,-2.132777327935229,821.3309306886522,-0.3267137254901946,705.6432325821761,-2.068430278884467,664.7009349220489,4.607476635514018,3.1146496815286624,4.704761904761905,6.736111111111111,3.2012987012987013,5.517241379310345,3.730769230769231,5.25531914893617,5.123711340206185,3.09375,5.092783505154639,6.830985915492958,3.271523178807947,5.670588235294118,3.88,5.021052631578947
-33.49339938080496,1449.134168965202,-87.99077707006369,1196.7855256509383,-73.86848792000497,1260.7668644545315,1,-87.00837705977384,5339.223060131921,81.35598452150617,4022.225297331687,57.39743360752057,2899.3793541364616,-9.634043847874807,2090.1851118923087,7.91592233009707,689.2667109435382,-8.47205454545454,1040.2908492995043,-0.636,1191.3635040000001,0.2689411764705897,1027.1692321353325,2.0220392156862763,1963.926669551711,0.09960784313725678,974.8131959092657,0.27690980392157055,1048.6513645129721,0.33269019607843314,601.2905526967166,4.418181818181818,4.366071428571429,2.911764705882353,4.252173913043478,3.4166666666666665,3.703125,4.652631578947369,5.225,4.378378378378378,4.2155172413793105,2.2286995515695067,4.168141592920354,3.3333333333333335,3.732283464566929,4.376237623762377,5.160493827160494
-29.85301306841701,1390.3596311487802,-57.24091931668857,1107.6148684361851,-55.21159686390136,1412.2714808571307,1,-89.2041673390633,5428.596954671346,87.66313331162488,3312.9602747826048,37.206598658468394,3755.4864069076484,88.04096980899567,2766.6643866272175,9.564118143459917,629.5644972063594,-2.0360158102766834,928.0865991259979,-9.242184873949578,1388.8143051761883,-0.059764705882351506,1348.7216393448675,0.8386980392156879,1752.074020370258,7.270091286307057,939.9930392303165,-1.194,1162.264364,4.000782222222207,1102.380672494301,4.330188679245283,3.267123287671233,3.4893617021276597,3.959349593495935,3.263157894736842,4.05982905982906,4.02542372881356,4.701923076923077,4.065420560747664,3.1589403973509933,3.393103448275862,3.661654135338346,3.159235668789809,3.991596638655462,3.507042253521127,4.486238532110092
-10.56098038430746,1822.5722051693008,-68.49617471689393,1852.2523316682605,-49.441215910638874,1715.39167399986,1,78.16838265813789,5852.856158541092,-96.12100810944222,3951.8491822657575,64.65302202469134,6867.4344041814975,-90.52860186029544,4548.551131321229,-0.7251450980392138,631.5890839562632,-0.1952313725490179,1036.573520851119,1.0863722943722964,1210.5202525757766,0.3665568627450999,1058.3407797188158,1.6375529411764724,1292.7798569200154,11.893685106382978,851.4149171524491,3.174999999999997,749.0187597554631,11.525521367521357,752.0882075976328,3.159235668789809,3.193548387096774,3.1464968152866244,3.5106382978723403,3.360544217687075,6.243589743589744,4.177966101694915,4.712871287128713,3.2847682119205297,2.9064327485380117,2.9757575757575756,3.406896551724138,3.32,5.014084507042254,4.222222222222222,4.853932584269663
-17.766160982639136,1432.4531715542014,-52.4456338028169,1199.8110765507565,-48.489698205654506,1444.2997529982056,1,-93.05603939541689,4801.861946897765,60.01075278396437,5453.456642108998,97.78753872026908,3233.730747935941,-86.29913436532512,5254.278838019955,13.408121212121223,764.9408062784431,-14.764474885844738,1112.413844406914,9.105740585774058,1238.7073987853155,0.4024156862745114,886.2943507350095,1.5578666666666685,1845.1386534788771,-0.6157575757575703,954.9644754483612,1.1766324110671909,1194.1405885837307,0.2868705882352957,782.0689109864821,6.0,4.032786885245901,3.413793103448276,5.180851063829787,3.0875,3.9838709677419355,5.311827956989247,4.233333333333333,5.802469135802469,4.392857142857143,3.6296296296296298,4.821782178217822,3.0617283950617282,3.952,5.406593406593407,4.280898876404494
-30.52487865190946,1428.4571908063483,-73.53746080483833,1383.5392842934398,-41.483359375,1506.5566484177655,1,-69.79807622601278,4872.124963202004,93.28206669798028,3531.9057102125184,-54.143454524601445,5783.287242690758,91.30391775923718,3925.901640262185,-23.08107407407408,489.9842184897119,-8.242299999999997,619.88569571,-0.5079999999999857,1006.196414336484,1.6997535545023792,1140.8181880033242,0.20320000000000185,1435.102123154848,-6.518288065843639,829.30883091778,3.5478064516129,1181.6555870718,-0.2430431372549004,663.5037407677663,7.015625,3.6031746031746033,3.8666666666666667,4.25,3.3617021276595747,4.203389830508475,4.418181818181818,4.026785714285714,5.743589743589744,3.847457627118644,3.9322033898305087,4.033898305084746,3.3380281690140845,4.033613445378151,4.247863247863248,3.9217391304347826
-31.04876400786852,1460.5999829082114,-53.22252318259874,1333.2406730168545,-75.87308654670093,1015.5252930215075,1,-83.51084339488636,5516.709142601489,92.1805193953223,3637.1806647079206,12.06386171574904,4605.462545523021,75.88057142857144,2589.468022530612,-1.7114761904761888,572.3649302522047,2.648698689956329,824.9911757460002,23.488502325581397,1558.8350700100812,-2.1918884462151444,851.6534358042569,2.012078431372551,1383.633402439062,0.5956549019607859,1055.9296225810997,-0.005976470588233383,1124.1569103179395,0.322,791.3343160000001,3.976,3.0121951219512195,3.9133858267716537,3.813953488372093,3.315436241610738,4.271929824561403,5.235955056179775,4.186440677966102,4.159663865546219,3.0365853658536586,4.4774774774774775,3.591240875912409,3.43448275862069,4.15,4.946236559139785,4.293103448275862
-17.135232474901787,2079.691147661245,-45.25444652406416,1235.0063591157955,-56.80559130202298,1949.114581253543,1,-66.8737016419352,6690.417229832591,68.51732298455005,5207.2459048012815,80.18019005719314,3798.400625527928,-36.50222546419103,6125.332625807041,-10.601157894736843,539.7229845318559,-13.113755656108609,759.2467598206423,-9.362632911392398,926.8098063498371,12.31574358974358,1041.929728587625,1.49212549019608,1594.1290893954022,0.4342901960784333,760.4840530636525,0.09960784313725633,1101.3350001384083,6.8799506172839395,682.6108076075122,5.020408163265306,5.358695652173913,3.5251798561151078,5.252747252747253,3.2533333333333334,4.350877192982456,6.676056338028169,5.84,4.96969696969697,5.43956043956044,3.813953488372093,5.370786516853933,3.2751677852348995,4.468468468468468,6.493150684931507,5.544303797468355
