Gyro 0 Variance,Gyro 1 Variance,Gyro 2 Variance,Orientation 0 Variance,Orientation 1 Variance,Orientation 2 Variance,Orientation 3 Variance,Sensor 0 Variance,Sensor 1 Variance,Sensor 2 Variance,Sensor 3 Variance,Sensor 4 Variance,Sensor 5 Variance,Sensor 6 Variance,Sensor 7 Variance,Gyro 0 Mean,Gyro 1 Mean,Gyro 2 Mean,Orientation 0 Mean,Orientation 1 Mean,Orientation 2 Mean,Orientation 3 Mean,Sensor 0 Mean,Sensor 1 Mean,Sensor 2 Mean,Sensor 3 Mean,Sensor 4 Mean,Sensor 5 Mean,Sensor 6 Mean,Sensor 7 Mean,zcr 0,zcr 1,zcr 2,zcr 3,zcr 4,zcr 5,zcr 6,zcr 7,sch 0,sch 1,sch 2,sch 3,sch 4,sch 5,sch 6,sch 7,Label
1331.8388212162324,1225.2327713360405,1254.0328473597738,5151.9816479554165,3847.715516607321,3745.7306745227334,1435.1678697028146,443.84993806092336,655.4109489763015,1078.7860637497222,1312.402112641855,1990.9870522355404,875.665032890229,1127.3745050535024,774.7829121216489,-28.108070997515078,-81.55363324708927,-64.0182888510316,-84.2342623963583,74.3567299808497,50.53254596397601,-1.995714285714368,-9.22116455696202,0.274917647058825,6.483349999999994,-1.934575342465746,1.4622431372549036,-3.774008097165998,0.4143686274509823,0.15988844621513665,6.170731707317072,6.970149253731344,4.686868686868687,3.727272727272727,4.4587155963302765,4.098591549295775,4.688524590163935,5.8979591836734695,-2.4125,0.0,-0.12849162011173185,-1.420289855072464,-0.05154639175257732,2.456,-1.7339449541284404,-2.25,1
1527.1497249212493,999.3861822566645,1468.8683662222393,6069.10588818497,3717.883747462276,6612.54828041826,4583.660886091022,483.6858026558296,816.5995489732255,1054.1755910173613,1025.639245712152,1162.0125198889045,444.0748484758785,818.9277406681122,618.6895004737006,-20.474370207139714,-37.719600756859045,-43.698061578330346,-77.36031818181819,96.8931180776575,-69.81205942646551,95.00169258230859,7.139289256198354,-0.3725333333333315,20.457583333333343,9.983491525423734,2.4483607843137274,0.7012392156862763,-0.35261176470588096,3.434655870445322,13.685714285714285,5.16842105263158,5.16842105263158,4.1891891891891895,7.079365079365079,3.628571428571429,11.488372093023255,6.226415094339623,-0.2,-0.035294117647058816,-0.035294117647058816,2.357142857142857,-0.1322314049586777,-4.661764705882354,-0.05128205128205128,3.902173913043478,1
1288.0840480128702,1299.0195445396973,1396.3414780372107,5460.447180612245,3579.0538431224945,6773.663140185239,3931.07838195496,611.6906381806367,731.9349873679354,936.2385487401652,764.5756245458823,1165.2928040353709,794.5378564497696,666.8031301829143,635.539686537293,-38.30315637612711,-84.16104859335042,-45.39893781360997,85.24214309088211,-101.2908071400238,66.43205227924767,-97.1484939012948,-9.427882352941175,-0.17929411764705702,13.616709090909081,0.16136470588235474,0.6574117647058842,-1.5898137651821929,-0.04581960784313543,-1.4147091633466184,10.342857142857145,7.5,7.809523809523809,4.155555555555557,6.7397260273972615,4.511627906976744,6.577464788732394,4.1063829787234045,-2.126984126984127,-0.008196721311475409,4.194915254237288,-3.4705882352941178,-0.014814814814814815,-3.8846153846153846,-0.2301587301587301,-2.2716049382716053,1
1449.134168965202,1196.7855256509386,1260.7668644545315,5339.223060131921,4022.225297331687,2899.3793541364616,2090.1851118923087,631.4940833220851,973.1751850773552,1132.400656,998.076614798862,1922.438249099516,936.9430887175087,1024.1739395434986,572.2180328011689,-33.493399380804966,-87.99077707006369,-73.86848792000497,-87.00837705977385,81.35598452150617,57.39743360752057,-9.634043847874807,8.164990291262118,-7.788563636363633,-1.188,0.13745882352941335,1.731184313725492,0.3765176470588254,0.266949019607845,0.4601882352941194,4.918367346938775,7.607142857142858,3.10625,6.4383561643835625,5.50561797752809,5.3580246913580245,4.333333333333333,5.634146341463414,-2.9302325581395348,0.0,0.0,-0.17424242424242425,-0.043209876543209874,3.1970802919708032,-2.42156862745098,-3.3835616438356166,1
1390.3596311487802,1107.6148684361854,1412.2714808571307,5428.596954671346,3312.9602747826048,3755.4864069076475,2766.6643866272166,566.0837028242624,881.2629547809839,1323.9047489199916,1323.581280601861,1713.3025961335486,898.9560601590193,1124.186784,1061.073019227654,-29.85301306841701,-57.24091931668857,-55.211596863901356,-89.2041673390633,87.66313331162488,37.2065986584684,88.04096980899567,9.911358649789033,-1.0963162055336009,-10.07889075630252,0.047811764705883886,0.6713568627450996,7.733825726141082,-0.904,3.341511111111096,5.288888888888889,5.053763440860215,5.746987951807228,3.04040404040404,5.113402061855671,3.684931506849315,3.1157894736842104,3.9014084507042255,3.023809523809524,-0.07272727272727272,-0.09933774834437084,-1.1345029239766082,-0.005681818181818182,-1.5984251968503935,-1.1719745222929936,2.2755905511811023,1
1822.5722051693008,1852.2523316682605,1715.39167399986,5852.856158541093,3951.8491822657575,6867.4344041814975,4548.551131321229,579.8068010939793,967.1532134616533,1141.4754593366692,1010.4430496162399,1240.6771421106343,822.683284024554,712.2738053847555,703.3547422087809,-10.560980384307461,-68.49617471689393,-49.441215910638896,78.16838265813789,-96.12100810944222,64.65302202469134,-90.52860186029542,-0.20120784313725304,0.8008470588235311,0.9192380952380974,0.8586196078431391,1.2411137254901978,11.595370212765957,3.5088870967741905,12.291863247863235,7.872340425531916,5.0736842105263165,4.100840336134453,6.8431372549019605,5.46067415730337,4.081632653061225,4.122448979591836,4.297872340425532,-1.3595505617977528,2.9640718562874246,-0.014354066985645932,-0.3406593406593407,3.1153846153846154,-3.4761904761904763,-2.207317073170732,-3.7922077922077917,1
1432.4531715542014,1199.8110765507565,1444.2997529982056,4801.861946897765,5453.456642108998,3233.730747935941,5254.2788380199545,724.1632025483783,1044.8382409374285,1181.260642831603,856.246136594602,1800.6952861268744,915.1989462923108,1174.1053009610519,753.5432724617302,-17.766160982639136,-52.445633802816886,-48.4896982056545,-93.05603939541687,60.010752783964364,97.78753872026907,-86.29913436532513,13.773177489177494,-14.636894977168938,9.592485355648536,0.633505882352943,1.5040784313725508,-0.1825281385281328,1.6384505928853723,0.3048000000000015,4.169491525423728,5.828947368421053,6.2465753424657535,3.901639344262295,5.105263157894737,7.046153846153848,6.389830508474576,4.315789473684212,-1.8910891089108908,-0.3970588235294117,3.6666666666666665,-2.3679245283018866,-0.011764705882352941,-0.16806722689075632,-1.1226415094339623,-2.4134615384615383,1
1428.4571908063485,1383.5392842934396,1506.5566484177655,4872.1249632020035,3531.9057102125184,5783.287242690758,3925.901640262185,435.571963935528,564.6408778844443,940.4510735425332,1088.687648588666,1387.5373660565015,781.4156199427592,1148.3658135991152,633.8377431242753,-30.52487865190946,-73.53746080483832,-41.483359375,-69.79807622601278,93.28206669798028,-54.14345452460145,91.3039177592372,-22.4695925925926,-7.721599999999998,-1.479826086956508,2.0849668246445594,-0.1932392156862726,-6.95102880658438,3.349112903225804,0.3267137254901977,5.7435897435897445,7.709090909090909,5.022471910112358,5.933333333333334,4.58762886597938,8.862745098039216,6.338235294117648,8.510204081632653,-3.845070422535212,-0.4778761061946903,-0.2981366459627329,3.4765625,2.4860335195530725,4.653061224489796,3.754385964912281,-0.8850574712643678,1
1460.5999829082114,1333.2406730168545,1015.5252930215075,5516.7091426014895,3637.180664707921,4605.462545523022,2589.468022530612,523.8753491620055,739.7144606322532,1472.2746094845647,810.1484121366963,1333.0272961134333,1030.216633613287,1099.8861270455363,764.0799360000003,-31.04876400786852,-53.22252318259874,-75.87308654670093,-83.51084339488636,92.1805193953223,12.06386171574904,75.88057142857143,-0.7821587301587285,2.697502183406111,23.93034418604651,-1.9793784860557817,1.9503215686274529,1.1116235294117671,0.047811764705884,0.992,4.777777777777779,5.916666666666668,4.4774774774774775,5.859154929577465,6.135802469135803,4.226415094339623,3.6,4.777777777777779,2.658536585365854,-0.006666666666666667,2.3779904306220097,-0.6475409836065574,-0.006666666666666667,2.357894736842105,2.2051282051282053,4.211764705882353,1
2079.691147661245,1235.0063591157955,1949.114581253543,6690.417229832591,5207.2459048012815,3798.400625527928,6125.332625807041,417.188380168975,673.0422615111072,876.7041048880345,1003.4992549007228,1545.1624524502267,726.00130127797,1078.7011859724107,655.9585595702551,-17.135232474901787,-45.25444652406416,-56.805591302022975,-66.8737016419352,68.51732298455005,80.18019005719313,-36.50222546419103,-9.618578947368423,-12.56897737556562,-9.675578059071725,12.152923076923068,0.6554196078431388,0.12949019607843304,0.3705411764705897,6.652082304526736,8.304347826086957,10.23404255319149,6.227848101265822,4.08955223880597,4.3693693693693705,4.3478260869565215,4.6097560975609735,3.571428571428572,6.25531914893617,-0.034883720930232565,-0.020408163265306117,-1.871794871794872,-0.026041666666666668,2.4390243902439024,-3.6666666666666665,-4.615384615384615,1
