Gyro 0,Gyro 1,Gyro 2,Orientation 0,Orientation 1,Orientation 2,Orientation 3,Sensor 0,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor Mean,Sensor Variance,Gyro Mean,Gyro Variance,Orientation Mean,Orientation Variance,Label
-44.59302684356681,20.932596103212216,-29.85594748611412,103.85752568110769,-90.65541855937704,-121.82838859802212,121.39376103590348,-3.0725806451612927,-4.482352941176469,-14.44313725490196,-2.490196078431371,4.482352941176472,-5.879629629629637,7.679069767441855,-17.97716894977169,7.563311025961344,31.93091271322923,31.79385681096438,1181.7108217460357,51.54868975681134,2072.067286791901,0
-44.59302684356681,20.932596103212216,-29.85594748611412,103.85752568110769,-90.65541855937704,-121.82838859802212,121.39376103590348,5.120967741935481,4.482352941176472,1.4941176470588253,11.454901960784316,-4.482352941176469,-1.175925925925934,13.586046511627902,-19.136986301369863,7.616706496381908,41.1326309069874,31.79385681096438,1181.7108217460357,51.54868975681134,2072.067286791901,0
-44.59302684356681,20.932596103212216,-29.85594748611412,103.85752568110769,-90.65541855937704,-121.82838859802212,121.39376103590348,-2.6645352591003757e-15,-4.482352941176469,-6.474509803921567,7.4705882352941195,9.462745098039218,-1.175925925925934,5.316279069767437,-23.77625570776256,7.269832097735914,54.216612719968985,31.79385681096438,1181.7108217460357,51.54868975681134,2072.067286791901,0
-44.005245294662146,21.668246445497626,-29.819303181129627,103.97096918267084,-90.61421155094095,-121.87764203994573,121.65538552089464,-2.6645352591003757e-15,-4.482352941176469,-6.474509803921567,7.4705882352941195,9.462745098039218,-1.175925925925934,5.316279069767437,-23.77625570776256,7.269832097735914,54.216612719968985,31.8309316404298,1194.2027062579555,51.81950626976603,2056.441244443937,0
-44.005245294662146,21.668246445497626,-29.819303181129627,103.97096918267084,-90.61421155094095,-121.87764203994573,121.65538552089464,7.169354838709674,0.4980392156862763,8.466666666666669,-5.478431372549018,-11.454901960784312,-28.22222222222223,11.223255813953482,-17.97716894977169,11.311255130042918,72.37686946889109,31.8309316404298,1194.2027062579555,51.81950626976603,2056.441244443937,0
-45.10243751928418,21.20010531858873,-29.819303181129627,103.91424743188924,-90.61421155094095,-121.95152220283109,121.80488522660389,7.169354838709674,0.4980392156862763,8.466666666666669,-5.478431372549018,-11.454901960784312,-28.22222222222223,11.223255813953482,-17.97716894977169,11.311255130042918,72.37686946889109,32.04061533966751,1205.4302376045307,51.644551977202525,2067.6634401426795,0
-45.10243751928418,21.20010531858873,-29.819303181129627,103.91424743188924,-90.61421155094095,-121.95152220283109,121.80488522660389,-2.6645352591003757e-15,-14.44313725490196,-34.364705882352936,2.4901960784313744,3.4862745098039234,-7.993605777301127e-15,5.316279069767437,-23.77625570776256,10.484606062877525,160.2928364128624,32.04061533966751,1205.4302376045307,51.644551977202525,2067.6634401426795,0
-45.10243751928418,21.20010531858873,-29.819303181129627,103.91424743188924,-90.61421155094095,-121.95152220283109,121.80488522660389,6.145161290322578,-2.490196078431371,-3.48627450980392,5.4784313725490215,2.4901960784313744,14.1111111111111,1.7720930232558088,-22.616438356164384,7.323737727508695,53.85749436347025,32.04061533966751,1205.4302376045307,51.644551977202525,2067.6634401426795,0
-48.00215982721383,21.066350710900473,-29.947558248575348,103.97096918267084,-90.90266060999352,-121.87764203994573,121.58063566804003,6.145161290322578,-2.490196078431371,-3.48627450980392,5.4784313725490215,2.4901960784313744,14.1111111111111,1.7720930232558088,-22.616438356164384,7.323737727508695,53.85749436347025,33.00535626222989,1283.1411155737778,51.66162604738222,2071.9194962658385,0
-48.00215982721383,21.066350710900473,-29.947558248575348,103.97096918267084,-90.90266060999352,-121.87764203994573,121.58063566804003,2.048387096774191,-7.470588235294116,6.4745098039215705,0.4980392156862763,-14.44313725490196,-29.398148148148152,1.7720930232558088,-21.456621004566212,10.445190472818535,109.39129905062548,33.00535626222989,1283.1411155737778,51.66162604738222,2071.9194962658385,0
-48.00215982721383,21.066350710900473,-29.947558248575348,103.97096918267084,-90.90266060999352,-121.87764203994573,121.58063566804003,4.096774193548384,5.4784313725490215,7.4705882352941195,-1.4941176470588218,-16.435294117647057,-5.879629629629637,4.134883720930228,-19.136986301369863,8.01583815225339,39.831428622266664,33.00535626222989,1283.1411155737778,51.66162604738222,2071.9194962658385,0
-47.45356371490281,22.40389678778304,-29.489504436269208,104.19785618579726,-91.14990266061,-121.85301531898392,121.50588581518542,4.096774193548384,5.4784313725490215,7.4705882352941195,-1.4941176470588218,-16.435294117647057,-5.879629629629637,4.134883720930228,-19.136986301369863,8.01583815225339,39.831428622266664,33.11565497965169,1315.9495507085073,52.0304191366165,2053.6325751472496,0
-47.45356371490281,22.40389678778304,-29.489504436269208,104.19785618579726,-91.14990266061,-121.85301531898392,121.50588581518542,7.169354838709674,4.482352941176472,5.4784313725490215,-2.490196078431371,8.466666666666669,1.1759259259259176,1.7720930232558088,-20.296803652968038,6.416478062460371,38.07195659071481,33.11565497965169,1315.9495507085073,52.0304191366165,2053.6325751472496,0
-47.45356371490281,22.40389678778304,-29.489504436269208,104.19785618579726,-91.14990266061,-121.85301531898392,121.50588581518542,-2.0483870967741957,-7.470588235294116,24.403921568627453,-0.49803921568627274,-13.44705882352941,-4.703703703703711,5.316279069767437,-21.456621004566212,9.9180748397436,80.06528123864607,33.11565497965169,1315.9495507085073,52.0304191366165,2053.6325751472496,0
-46.31718605368714,23.34017904160084,-29.251316453870015,104.31129968736047,-91.19110966904609,-121.85301531898392,121.61801059446734,-2.0483870967741957,-7.470588235294116,24.403921568627453,-0.49803921568627274,-13.44705882352941,-4.703703703703711,5.316279069767437,-21.456621004566212,9.9180748397436,80.06528123864607,32.969560516386004,1318.2096359443897,52.30093172761044,2037.5441678581265,0
-46.31718605368714,23.34017904160084,-29.251316453870015,104.31129968736047,-91.19110966904609,-121.85301531898392,121.61801059446734,5.120967741935481,7.4705882352941195,0.4980392156862763,-11.454901960784312,12.450980392156865,7.0555555555555465,28.94418604651162,-9.858447488584476,10.356708329563588,70.73831878589245,32.969560516386004,1318.2096359443897,52.30093172761044,2037.5441678581265,0
-46.31718605368714,23.34017904160084,-29.251316453870015,104.31129968736047,-91.19110966904609,-121.85301531898392,121.61801059446734,10.241935483870964,-1.4941176470588218,-23.4078431372549,1.4941176470588253,1.4941176470588253,-23.518518518518526,1.7720930232558088,-24.93607305936073,11.044852020429676,123.09717754415647,32.969560516386004,1318.2096359443897,52.30093172761044,2037.5441678581265,0
-47.45356371490281,23.607688256977355,-29.287960758854506,104.65163019205005,-91.39714471122647,-121.7791351560985,121.54326074161273,10.241935483870964,-1.4941176470588218,-23.4078431372549,1.4941176470588253,1.4941176470588253,-23.518518518518526,1.7720930232558088,-24.93607305936073,11.044852020429676,123.09717754415647,33.44973757691156,1362.9400578956513,52.515759735960636,2046.6781150844981,0
-47.45356371490281,23.607688256977355,-29.287960758854506,104.65163019205005,-91.39714471122647,-121.7791351560985,121.54326074161273,1.0241935483870943,-0.49803921568627274,11.454901960784316,-2.490196078431371,-0.49803921568627274,-8.231481481481488,6.497674418604646,-21.456621004566212,6.518893365453459,52.765256209717826,33.44973757691156,1362.9400578956513,52.515759735960636,2046.6781150844981,0
-47.45356371490281,23.607688256977355,-29.287960758854506,104.65163019205005,-91.39714471122647,-121.7791351560985,121.54326074161273,1.0241935483870943,4.482352941176472,2.4901960784313744,-6.474509803921567,-7.470588235294116,-7.055555555555563,7.679069767441855,-19.136986301369863,6.976681528947238,30.093006106288158,33.44973757691156,1362.9400578956513,52.515759735960636,2046.6781150844981,0
-46.826596729404514,23.875197472353868,-29.43453797879247,104.87851719517647,-91.47955872809862,-121.7298817141749,121.54326074161273,1.0241935483870943,4.482352941176472,2.4901960784313744,-6.474509803921567,-7.470588235294116,-7.055555555555563,7.679069767441855,-19.136986301369863,6.976681528947238,30.093006106288158,33.37877739351695,1357.192550800624,52.72941754877427,2047.3730121644217,0
-46.826596729404514,23.875197472353868,-29.43453797879247,104.87851719517647,-91.47955872809862,-121.7298817141749,121.54326074161273,8.193548387096772,7.4705882352941195,9.462745098039218,-7.470588235294116,20.419607843137257,-2.35185185185186,6.497674418604646,-19.136986301369863,10.12544879633598,39.86215137951365,33.37877739351695,1357.192550800624,52.72941754877427,2047.3730121644217,0
-46.826596729404514,23.875197472353868,-29.43453797879247,104.87851719517647,-91.47955872809862,-121.7298817141749,121.54326074161273,6.145161290322578,12.450980392156865,25.400000000000002,-9.462745098039214,-10.458823529411763,-21.16666666666667,1.7720930232558088,-23.77625570776256,13.829090713451933,74.77269738207112,33.37877739351695,1357.192550800624,52.72941754877427,2047.3730121644217,0
