,Sensor 0,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Gyro 0,Gyro 1,Gyro 2,Orientation 0,Orientation 1,Orientation 2,Orientation 3
37,40,76,154,43,47,71,62,30,25,82,-32,8252,3013,-11820,-7180
38,40,76,154,43,47,71,62,30,-17,57,-24,8263,3016,-11809,-7184
39,43,73,155,41,41,57,59,30,-17,57,-24,8263,3016,-11809,-7184
40,43,73,155,41,41,57,59,30,-43,37,-20,8267,3019,-11802,-7190
41,40,73,164,46,43,51,55,29,-43,37,-20,8267,3019,-11802,-7190
42,40,73,164,46,43,51,55,29,-46,33,-15,8267,3023,-11796,-7199
43,54,94,170,48,46,89,66,36,-46,33,-15,8267,3023,-11796,-7199
44,54,94,170,48,46,89,66,36,-56,32,-15,8264,3030,-11791,-7208
45,58,101,162,47,49,88,56,37,-56,32,-15,8264,3030,-11791,-7208
46,58,101,162,47,49,88,56,37,-28,55,-21,8263,3041,-11786,-7213
47,62,110,170,48,49,86,64,40,-28,55,-21,8263,3041,-11786,-7213
48,62,110,170,48,49,86,64,40,18,73,-21,8264,3057,-11780,-7214
49,64,109,175,48,60,101,67,40,18,73,-21,8264,3057,-11780,-7214
50,64,109,175,48,60,101,67,40,52,79,-10,8265,3076,-11778,-7208
51,65,109,184,58,58,102,72,39,52,79,-10,8265,3076,-11778,-7208
52,65,109,184,58,58,102,72,39,46,90,-1,8272,3092,-11772,-7203
53,65,109,184,58,58,102,72,39,17,82,21,8281,3101,-11765,-7200
54,55,94,192,56,61,69,64,35,17,82,21,8281,3101,-11765,-7200
55,55,94,192,56,61,69,64,35,-22,54,47,8291,3101,-11757,-7201
56,51,85,195,56,57,66,62,40,-22,54,47,8291,3101,-11757,-7201
57,51,85,195,56,57,66,62,40,-43,43,55,8303,3094,-11750,-7202
58,48,68,186,53,56,70,49,36,-43,43,55,8303,3094,-11750,-7202
59,48,68,186,53,56,70,49,36,-58,26,61,8313,3083,-11744,-7205
60,43,72,175,54,51,52,63,36,-58,26,61,8313,3083,-11744,-7205
61,43,72,175,54,51,52,63,36,-65,9,47,8319,3074,-11739,-7210
62,43,75,160,40,50,49,68,36,-65,9,47,8319,3074,-11739,-7210
63,43,75,160,40,50,49,68,36,-71,7,34,8325,3065,-11733,-7217
64,38,72,190,43,42,102,74,36,-71,7,34,8325,3065,-11733,-7217
65,38,72,190,43,42,102,74,36,-60,14,14,8328,3061,-11727,-7225
66,40,68,197,48,59,111,89,33,-60,14,14,8328,3061,-11727,-7225
67,40,68,197,48,59,111,89,33,-52,17,-5,8328,3063,-11721,-7234
68,37,71,184,52,59,110,94,32,-52,17,-5,8328,3063,-11721,-7234
69,37,71,184,52,59,110,94,32,-52,26,-21,8328,3066,-11713,-7245
70,44,73,208,53,56,108,94,32,-52,26,-21,8328,3066,-11713,-7245
71,44,73,208,53,56,108,94,32,-46,31,-30,8327,3074,-11706,-7255
72,47,66,215,54,56,108,91,33,-46,31,-30,8327,3074,-11706,-7255
73,47,66,215,54,56,108,91,33,-52,29,-36,8325,3080,-11698,-7266
74,51,76,186,52,55,64,88,38,-52,29,-36,8325,3080,-11698,-7266
75,51,76,186,52,55,64,88,38,-46,22,-35,8324,3084,-11692,-7275
76,48,79,176,51,42,49,72,39,-46,22,-35,8324,3084,-11692,-7275
77,48,79,176,51,42,49,72,39,-19,43,-33,8325,3093,-11687,-7279
78,48,78,198,57,40,45,65,39,-19,43,-33,8325,3093,-11687,-7279
79,48,78,198,57,40,45,65,39,-37,40,-29,8327,3098,-11680,-7286
80,43,77,185,56,42,44,57,40,-37,40,-29,8327,3098,-11680,-7286
81,43,77,185,56,42,44,57,40,-24,19,-27,8326,3103,-11676,-7291
82,42,96,221,63,43,49,54,37,-24,19,-27,8326,3103,-11676,-7291
83,42,96,221,63,43,49,54,37,-12,12,-26,8323,3109,-11674,-7296
84,40,89,223,62,44,44,48,33,-12,12,-26,8323,3109,-11674,-7296
85,40,89,223,62,44,44,48,33,-27,9,-24,8321,3113,-11670,-7303
86,38,91,223,61,48,76,78,29,-27,9,-24,8321,3113,-11670,-7303
87,38,91,223,61,48,76,78,29,-48,13,-23,8320,3115,-11665,-7311
88,37,91,213,55,60,80,85,30,-48,13,-23,8320,3115,-11665,-7311
89,37,91,213,55,60,80,85,30,-57,17,-16,8322,3114,-11659,-7319
90,38,94,206,54,58,82,84,30,-57,17,-16,8322,3114,-11659,-7319
91,38,94,206,54,58,82,84,30,-34,10,-8,8321,3114,-11656,-7324
92,34,76,158,47,55,82,80,32,-34,10,-8,8321,3114,-11656,-7324
93,34,76,158,47,55,82,80,32,-28,2,-2,8320,3115,-11653,-7330
94,31,71,144,49,57,88,81,29,-28,2,-2,8320,3115,-11653,-7330
95,31,71,144,49,57,88,81,29,-46,5,0,8321,3114,-11647,-7338
96,31,69,149,51,50,59,53,27,-46,5,0,8321,3114,-11647,-7338
97,31,69,149,51,50,59,53,27,-49,0,4,8321,3113,-11642,-7348
98,31,68,143,46,36,54,40,27,-49,0,4,8321,3113,-11642,-7348
99,31,68,143,46,36,54,40,27,-57,-2,5,8321,3111,-11636,-7358
100,29,68,131,46,37,50,32,23,-57,-2,5,8321,3111,-11636,-7358
101,29,68,131,46,37,50,32,23,-62,3,12,8320,3108,-11631,-7367
102,31,66,121,43,41,43,29,22,-62,3,12,8320,3108,-11631,-7367
103,31,66,121,43,41,43,29,22,-39,-7,14,8318,3107,-11629,-7374
104,30,64,108,48,43,30,25,22,-39,-7,14,8318,3107,-11629,-7374
105,30,64,108,48,43,30,25,22,86,-85,22,8299,3113,-11643,-7369
106,30,64,92,175,115,47,30,24,86,-85,22,8299,3113,-11643,-7369
