,Timestamp,Sensor 0,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Gyro 0,Gyro 1,Gyro 2,Acc 1,Acc 2,Acc 3
0,1557408188.276757,69.0,123.0,248.0,79.0,76.0,79.0,64.0,44.0,-25.0,6.0,29.0,917.0,1705.0,-395.0
1,1557408188.279199,76.0,137.0,268.0,84.0,68.0,78.0,77.0,46.0,-25.0,6.0,29.0,917.0,1705.0,-395.0
2,1557408188.282355,76.0,137.0,268.0,84.0,68.0,78.0,77.0,46.0,-39.0,-1.0,35.0,907.0,1715.0,-379.0
3,1557408188.285037,83.0,143.0,261.0,91.0,80.0,82.0,79.0,49.0,-39.0,-1.0,35.0,907.0,1715.0,-379.0
4,1557408188.287315,83.0,143.0,261.0,91.0,80.0,82.0,79.0,49.0,-37.0,-3.0,33.0,899.0,1693.0,-390.0
5,1557408188.289521,99.0,157.0,276.0,95.0,78.0,87.0,74.0,56.0,-37.0,-3.0,33.0,899.0,1693.0,-390.0
6,1557408188.291929,99.0,157.0,276.0,95.0,78.0,87.0,74.0,56.0,-23.0,3.0,32.0,895.0,1710.0,-383.0
7,1557408188.294562,107.0,178.0,280.0,107.0,124.0,152.0,76.0,59.0,-23.0,3.0,32.0,895.0,1710.0,-383.0
8,1557408188.296726,107.0,178.0,280.0,107.0,124.0,152.0,76.0,59.0,-9.0,3.0,40.0,896.0,1691.0,-415.0
9,1557408188.298572,113.0,190.0,253.0,95.0,137.0,175.0,76.0,62.0,-9.0,3.0,40.0,896.0,1691.0,-415.0
10,1557408188.300436,113.0,190.0,253.0,95.0,137.0,175.0,76.0,62.0,-16.0,-6.0,35.0,917.0,1727.0,-397.0
11,1557408188.302388,122.0,190.0,254.0,95.0,177.0,187.0,66.0,78.0,-16.0,-6.0,35.0,917.0,1727.0,-397.0
12,1557408188.304686,122.0,190.0,254.0,95.0,177.0,187.0,66.0,78.0,-23.0,-19.0,31.0,912.0,1680.0,-399.0
13,1557408188.306692,119.0,184.0,269.0,92.0,179.0,186.0,74.0,78.0,-23.0,-19.0,31.0,912.0,1680.0,-399.0
14,1557408188.308607,119.0,184.0,269.0,92.0,179.0,186.0,74.0,78.0,-26.0,-21.0,26.0,923.0,1716.0,-396.0
15,1557408188.310385,117.0,180.0,249.0,87.0,178.0,184.0,67.0,77.0,-26.0,-21.0,26.0,923.0,1716.0,-396.0
16,1557408188.312189,117.0,180.0,249.0,87.0,178.0,184.0,67.0,77.0,-23.0,-32.0,16.0,926.0,1711.0,-364.0
17,1557408188.313996,131.0,183.0,268.0,83.0,151.0,138.0,64.0,98.0,-23.0,-32.0,16.0,926.0,1711.0,-364.0
18,1557408188.315827,131.0,183.0,268.0,83.0,151.0,138.0,64.0,98.0,7.0,-30.0,2.0,915.0,1676.0,-382.0
19,1557408188.317727,131.0,181.0,254.0,81.0,147.0,107.0,73.0,102.0,7.0,-30.0,2.0,915.0,1676.0,-382.0
20,1557408188.319538,131.0,181.0,254.0,81.0,147.0,107.0,73.0,102.0,20.0,-32.0,4.0,920.0,1725.0,-393.0
21,1557408188.321326,128.0,214.0,243.0,86.0,100.0,81.0,73.0,93.0,20.0,-32.0,4.0,920.0,1725.0,-393.0
22,1557408188.323143,128.0,214.0,243.0,86.0,100.0,81.0,73.0,93.0,1.0,-21.0,5.0,920.0,1718.0,-380.0
23,1557408188.325609,139.0,231.0,215.0,80.0,113.0,135.0,56.0,97.0,1.0,-21.0,5.0,920.0,1718.0,-380.0
24,1557408188.328104,139.0,231.0,215.0,80.0,113.0,135.0,56.0,97.0,-11.0,-23.0,14.0,914.0,1708.0,-379.0
25,1557408188.329907,132.0,220.0,216.0,77.0,115.0,144.0,55.0,95.0,-11.0,-23.0,14.0,914.0,1708.0,-379.0
26,1557408188.33175,132.0,220.0,216.0,77.0,115.0,144.0,55.0,95.0,-10.0,-23.0,10.0,930.0,1708.0,-377.0
27,1557408188.333517,157.0,283.0,206.0,84.0,110.0,131.0,53.0,92.0,-10.0,-23.0,10.0,930.0,1708.0,-377.0
