,Gyro 0,Gyro 1,Gyro 2,Orientation 0,Orientation 1,Orientation 2,Orientation 3,Sensor 0,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Timestamp
1437,34.0,17.0,0.0,-8338.0,3733.0,5810.0,-12298.0,-1.0,0.0,-3.0,-1.0,-3.0,-3.0,-1.0,-3.0,9.021806240081787
1438,34.0,17.0,0.0,-8338.0,3733.0,5810.0,-12298.0,1.0,-3.0,1.0,14.0,-1.0,-1.0,1.0,-2.0,9.028669357299805
1439,-8.0,40.0,35.0,-8335.0,3741.0,5806.0,-12299.0,1.0,-3.0,1.0,14.0,-1.0,-1.0,1.0,-2.0,9.044481992721558
1440,-8.0,40.0,35.0,-8335.0,3741.0,5806.0,-12299.0,-1.0,0.0,-4.0,-17.0,-2.0,0.0,-2.0,1.0,9.047701597213745
1441,-8.0,40.0,35.0,-8335.0,3741.0,5806.0,-12299.0,0.0,-2.0,3.0,14.0,3.0,1.0,0.0,-1.0,9.052833080291748
1442,-23.0,63.0,50.0,-8331.0,3756.0,5803.0,-12299.0,0.0,-2.0,3.0,14.0,3.0,1.0,0.0,-1.0,9.056214570999146
1443,-23.0,63.0,50.0,-8331.0,3756.0,5803.0,-12299.0,0.0,-2.0,-3.0,-18.0,-2.0,-2.0,2.0,-1.0,9.06684136390686
1444,-23.0,63.0,50.0,-8331.0,3756.0,5803.0,-12299.0,0.0,-3.0,-8.0,-16.0,3.0,-1.0,-1.0,0.0,9.06860876083374
1445,-8.0,80.0,43.0,-8329.0,3772.0,5795.0,-12299.0,0.0,-3.0,-8.0,-16.0,3.0,-1.0,-1.0,0.0,9.073614358901978
1446,-8.0,80.0,43.0,-8329.0,3772.0,5795.0,-12299.0,-3.0,-2.0,0.0,6.0,0.0,0.0,-1.0,-1.0,9.081873178482056
1447,-8.0,80.0,43.0,-8329.0,3772.0,5795.0,-12299.0,-1.0,-1.0,-4.0,-22.0,-3.0,3.0,2.0,0.0,9.08939790725708
1448,8.0,72.0,43.0,-8328.0,3785.0,5786.0,-12300.0,-1.0,-1.0,-4.0,-22.0,-3.0,3.0,2.0,0.0,9.096981048583984
1449,8.0,72.0,43.0,-8328.0,3785.0,5786.0,-12300.0,0.0,-1.0,-1.0,-4.0,-5.0,-3.0,-1.0,0.0,9.104860067367554
1450,8.0,72.0,43.0,-8328.0,3785.0,5786.0,-12300.0,-1.0,-2.0,3.0,2.0,-3.0,-3.0,-1.0,-2.0,9.112830877304077
1451,-19.0,67.0,26.0,-8327.0,3798.0,5782.0,-12298.0,-1.0,-2.0,3.0,2.0,-3.0,-3.0,-1.0,-2.0,9.115926265716553
1452,-19.0,67.0,26.0,-8327.0,3798.0,5782.0,-12298.0,0.0,-1.0,-4.0,8.0,-4.0,-3.0,-5.0,-2.0,9.127975225448608
1453,-19.0,67.0,26.0,-8327.0,3798.0,5782.0,-12298.0,1.0,0.0,2.0,12.0,-1.0,-1.0,-1.0,0.0,9.13112735748291
1454,-57.0,47.0,1.0,-8328.0,3809.0,5786.0,-12292.0,1.0,0.0,2.0,12.0,-1.0,-1.0,-1.0,0.0,9.134241342544556
1455,-57.0,47.0,1.0,-8328.0,3809.0,5786.0,-12292.0,-1.0,2.0,-2.0,-3.0,1.0,3.0,2.0,0.0,9.141836404800415
1456,-57.0,47.0,1.0,-8328.0,3809.0,5786.0,-12292.0,-1.0,-2.0,-3.0,-2.0,-5.0,-1.0,-3.0,-1.0,9.148704767227173
1457,-34.0,28.0,-18.0,-8331.0,3814.0,5789.0,-12287.0,-1.0,-2.0,-3.0,-2.0,-5.0,-1.0,-3.0,-1.0,9.156594276428223
1458,-34.0,28.0,-18.0,-8331.0,3814.0,5789.0,-12287.0,-1.0,-1.0,-3.0,-10.0,-2.0,-2.0,0.0,-2.0,9.164649248123169
1459,-34.0,28.0,-18.0,-8331.0,3814.0,5789.0,-12287.0,-3.0,-2.0,-7.0,-16.0,-4.0,-2.0,0.0,-2.0,9.180068016052246
1460,-32.0,3.0,-16.0,-8332.0,3816.0,5792.0,-12285.0,-3.0,-2.0,-7.0,-16.0,-4.0,-2.0,0.0,-2.0,9.1836519241333
1461,-32.0,3.0,-16.0,-8332.0,3816.0,5792.0,-12285.0,-2.0,-1.0,0.0,9.0,3.0,0.0,-1.0,1.0,9.188525199890137
1462,-32.0,3.0,-16.0,-8332.0,3816.0,5792.0,-12285.0,-2.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,9.192130327224731
1463,-27.0,-16.0,-9.0,-8331.0,3816.0,5796.0,-12283.0,-2.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,9.194411754608154
1464,-27.0,-16.0,-9.0,-8331.0,3816.0,5796.0,-12283.0,0.0,-2.0,-8.0,-5.0,3.0,-2.0,0.0,-2.0,9.201255798339844
1465,-27.0,-16.0,-9.0,-8331.0,3816.0,5796.0,-12283.0,-1.0,-2.0,6.0,13.0,2.0,-1.0,0.0,0.0,9.208737850189209
1466,-22.0,-17.0,8.0,-8327.0,3818.0,5802.0,-12283.0,-1.0,-2.0,6.0,13.0,2.0,-1.0,0.0,0.0,9.21623945236206
1467,-22.0,-17.0,8.0,-8327.0,3818.0,5802.0,-12283.0,2.0,1.0,4.0,10.0,-1.0,0.0,-3.0,-1.0,9.223684310913086
1468,-22.0,-17.0,8.0,-8327.0,3818.0,5802.0,-12283.0,-2.0,1.0,-2.0,2.0,1.0,-1.0,-1.0,1.0,9.231804847717285
1469,48.0,-28.0,27.0,-8324.0,3812.0,5796.0,-12290.0,-2.0,1.0,-2.0,2.0,1.0,-1.0,-1.0,1.0,9.233546257019043
1470,48.0,-28.0,27.0,-8324.0,3812.0,5796.0,-12290.0,-1.0,-1.0,2.0,-7.0,-1.0,-2.0,1.0,0.0,9.247060537338257
1471,48.0,-28.0,27.0,-8324.0,3812.0,5796.0,-12290.0,1.0,-1.0,0.0,3.0,-6.0,-3.0,-2.0,-3.0,9.249354600906372
1472,88.0,3.0,26.0,-8323.0,3808.0,5780.0,-12299.0,1.0,-1.0,0.0,3.0,-6.0,-3.0,-2.0,-3.0,9.254414081573486
1473,88.0,3.0,26.0,-8323.0,3808.0,5780.0,-12299.0,-1.0,-2.0,-7.0,-7.0,-1.0,-3.0,-1.0,-1.0,9.261653661727905
1474,88.0,3.0,26.0,-8323.0,3808.0,5780.0,-12299.0,1.0,0.0,-2.0,1.0,-1.0,-1.0,-8.0,1.0,9.277454137802124
1475,71.0,12.0,19.0,-8322.0,3809.0,5766.0,-12306.0,1.0,0.0,-2.0,1.0,-1.0,-1.0,-8.0,1.0,9.280563831329346
1476,71.0,12.0,19.0,-8322.0,3809.0,5766.0,-12306.0,-1.0,-1.0,2.0,2.0,1.0,-1.0,3.0,0.0,9.284613609313965
1477,71.0,12.0,19.0,-8322.0,3809.0,5766.0,-12306.0,-2.0,1.0,1.0,2.0,2.0,1.0,0.0,-1.0,9.292495012283325
1478,50.0,8.0,30.0,-8319.0,3812.0,5757.0,-12312.0,-2.0,1.0,1.0,2.0,2.0,1.0,0.0,-1.0,9.294463157653809
1479,50.0,8.0,30.0,-8319.0,3812.0,5757.0,-12312.0,1.0,1.0,8.0,1.0,-1.0,-1.0,-5.0,0.0,9.307095050811768
1480,50.0,8.0,30.0,-8319.0,3812.0,5757.0,-12312.0,1.0,0.0,6.0,7.0,3.0,-1.0,0.0,-1.0,9.308837890625
1481,64.0,1.0,31.0,-8316.0,3811.0,5746.0,-12319.0,1.0,0.0,6.0,7.0,3.0,-1.0,0.0,-1.0,9.313611268997192
1482,64.0,1.0,31.0,-8316.0,3811.0,5746.0,-12319.0,-1.0,-2.0,0.0,0.0,-5.0,-4.0,-7.0,-3.0,9.321448564529419
1483,64.0,1.0,31.0,-8316.0,3811.0,5746.0,-12319.0,1.0,0.0,1.0,-2.0,1.0,-1.0,-1.0,1.0,9.337625503540039
1484,54.0,-4.0,31.0,-8313.0,3810.0,5737.0,-12325.0,1.0,0.0,1.0,-2.0,1.0,-1.0,-1.0,1.0,9.340954065322876
1485,54.0,-4.0,31.0,-8313.0,3810.0,5737.0,-12325.0,-2.0,-1.0,-2.0,-7.0,0.0,2.0,4.0,-1.0,9.34453558921814
1486,54.0,-4.0,31.0,-8313.0,3810.0,5737.0,-12325.0,-1.0,-2.0,-4.0,-2.0,-1.0,-1.0,0.0,0.0,9.35287880897522
1487,31.0,-38.0,29.0,-8307.0,3805.0,5735.0,-12332.0,-1.0,-2.0,-4.0,-2.0,-1.0,-1.0,0.0,0.0,9.354699611663818
1488,31.0,-38.0,29.0,-8307.0,3805.0,5735.0,-12332.0,0.0,-2.0,-2.0,-3.0,-10.0,-4.0,0.0,2.0,9.367539405822754
1489,31.0,-38.0,29.0,-8307.0,3805.0,5735.0,-12332.0,-2.0,-3.0,0.0,-2.0,-2.0,-3.0,-5.0,-2.0,9.369345426559448
1490,-39.0,-76.0,23.0,-8298.0,3799.0,5743.0,-12336.0,-2.0,-3.0,0.0,-2.0,-2.0,-3.0,-5.0,-2.0,9.373599290847778
1491,-39.0,-76.0,23.0,-8298.0,3799.0,5743.0,-12336.0,0.0,2.0,-2.0,3.0,-3.0,2.0,-1.0,1.0,9.381394147872925
1492,-39.0,-76.0,23.0,-8298.0,3799.0,5743.0,-12336.0,-1.0,-1.0,-7.0,-12.0,-2.0,-3.0,2.0,0.0,9.388727903366089
1493,-76.0,-56.0,11.0,-8290.0,3799.0,5759.0,-12334.0,-1.0,-1.0,-7.0,-12.0,-2.0,-3.0,2.0,0.0,9.396133661270142
1494,-76.0,-56.0,11.0,-8290.0,3799.0,5759.0,-12334.0,-1.0,-4.0,-4.0,-9.0,0.0,-2.0,-3.0,-2.0,9.403925657272339
1495,-76.0,-56.0,11.0,-8290.0,3799.0,5759.0,-12334.0,-1.0,-1.0,-4.0,-1.0,6.0,2.0,0.0,-2.0,9.419367790222168
1496,-21.0,-50.0,27.0,-8283.0,3796.0,5766.0,-12336.0,-1.0,-1.0,-4.0,-1.0,6.0,2.0,0.0,-2.0,9.422132015228271
1497,-21.0,-50.0,27.0,-8283.0,3796.0,5766.0,-12336.0,-3.0,2.0,-5.0,-16.0,-3.0,-3.0,-1.0,-3.0,9.444739580154419
1498,-21.0,-50.0,27.0,-8283.0,3796.0,5766.0,-12336.0,0.0,0.0,2.0,9.0,3.0,1.0,-1.0,-1.0,9.448678970336914
1499,11.0,-26.0,0.0,-8282.0,3789.0,5766.0,-12339.0,0.0,0.0,2.0,9.0,3.0,1.0,-1.0,-1.0,9.452560663223267
1500,11.0,-26.0,0.0,-8282.0,3789.0,5766.0,-12339.0,-1.0,0.0,1.0,3.0,0.0,4.0,2.0,1.0,9.45647644996643
1501,11.0,-26.0,0.0,-8282.0,3789.0,5766.0,-12339.0,-2.0,-1.0,6.0,10.0,3.0,1.0,0.0,-2.0,9.45871615409851
1502,-9.0,-25.0,6.0,-8279.0,3789.0,5771.0,-12339.0,-2.0,-1.0,6.0,10.0,3.0,1.0,0.0,-2.0,9.460476875305176
1503,-9.0,-25.0,6.0,-8279.0,3789.0,5771.0,-12339.0,-1.0,-3.0,3.0,8.0,2.0,-2.0,-1.0,-1.0,9.47289490699768
1504,-9.0,-25.0,6.0,-8279.0,3789.0,5771.0,-12339.0,-1.0,1.0,-2.0,-2.0,-8.0,-3.0,-2.0,-3.0,9.474679708480835
1505,-32.0,-24.0,-5.0,-8275.0,3792.0,5778.0,-12337.0,-1.0,1.0,-2.0,-2.0,-8.0,-3.0,-2.0,-3.0,9.476452350616455
1506,-32.0,-24.0,-5.0,-8275.0,3792.0,5778.0,-12337.0,2.0,2.0,1.0,-2.0,-1.0,-3.0,0.0,-1.0,9.487182140350342
1507,-32.0,-24.0,-5.0,-8275.0,3792.0,5778.0,-12337.0,0.0,-1.0,-3.0,-3.0,-1.0,1.0,1.0,1.0,9.489012241363525
1508,3.0,-27.0,-1.0,-8272.0,3790.0,5781.0,-12338.0,0.0,-1.0,-3.0,-3.0,-1.0,1.0,1.0,1.0,9.50273847579956
1509,3.0,-27.0,-1.0,-8272.0,3790.0,5781.0,-12338.0,-1.0,-4.0,-2.0,4.0,-5.0,-3.0,-3.0,-3.0,9.505974292755127
1510,3.0,-27.0,-1.0,-8272.0,3790.0,5781.0,-12338.0,2.0,-1.0,0.0,1.0,2.0,-1.0,-3.0,-1.0,9.509099960327148
1511,-10.0,-28.0,-13.0,-8272.0,3787.0,5787.0,-12337.0,2.0,-1.0,0.0,1.0,2.0,-1.0,-3.0,-1.0,9.516954898834229
1512,-10.0,-28.0,-13.0,-8272.0,3787.0,5787.0,-12337.0,-2.0,-1.0,0.0,4.0,8.0,0.0,-1.0,0.0,9.540158748626709
1513,-10.0,-28.0,-13.0,-8272.0,3787.0,5787.0,-12337.0,-3.0,-3.0,-5.0,-6.0,-4.0,-2.0,1.0,-2.0,9.54347538948059
1514,12.0,-14.0,-16.0,-8271.0,3787.0,5787.0,-12337.0,-3.0,-3.0,-5.0,-6.0,-4.0,-2.0,1.0,-2.0,9.54679274559021
1515,12.0,-14.0,-16.0,-8271.0,3787.0,5787.0,-12337.0,0.0,2.0,-2.0,0.0,-1.0,1.0,0.0,2.0,9.556363821029663
1516,12.0,-14.0,-16.0,-8271.0,3787.0,5787.0,-12337.0,-2.0,-1.0,-2.0,-8.0,-7.0,-2.0,-3.0,0.0,9.558668613433838
1517,35.0,-5.0,-16.0,-8274.0,3784.0,5785.0,-12337.0,-2.0,-1.0,-2.0,-8.0,-7.0,-2.0,-3.0,0.0,9.560560941696167
1518,35.0,-5.0,-16.0,-8274.0,3784.0,5785.0,-12337.0,-1.0,-1.0,-5.0,18.0,2.0,-1.0,-2.0,0.0,9.56240463256836
1519,35.0,-5.0,-16.0,-8274.0,3784.0,5785.0,-12337.0,-2.0,1.0,-1.0,4.0,1.0,0.0,0.0,0.0,9.568811416625977
1520,39.0,4.0,-16.0,-8277.0,3781.0,5781.0,-12337.0,-2.0,1.0,-1.0,4.0,1.0,0.0,0.0,0.0,9.57625961303711
1521,39.0,4.0,-16.0,-8277.0,3781.0,5781.0,-12337.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-2.0,9.584035873413086
1522,39.0,4.0,-16.0,-8277.0,3781.0,5781.0,-12337.0,-1.0,-2.0,-2.0,-4.0,-2.0,1.0,0.0,0.0,9.592572212219238
1523,34.0,12.0,-16.0,-8281.0,3781.0,5777.0,-12337.0,-1.0,-2.0,-2.0,-4.0,-2.0,1.0,0.0,0.0,9.59547734260559
1524,34.0,12.0,-16.0,-8281.0,3781.0,5777.0,-12337.0,-2.0,-3.0,0.0,-5.0,-4.0,-2.0,-2.0,-3.0,9.61513090133667
1525,34.0,12.0,-16.0,-8281.0,3781.0,5777.0,-12337.0,2.0,-2.0,0.0,-6.0,-3.0,-3.0,-1.0,0.0,9.617565631866455
1526,13.0,11.0,-18.0,-8284.0,3781.0,5775.0,-12336.0,2.0,-2.0,0.0,-6.0,-3.0,-3.0,-1.0,0.0,9.620689868927002
1527,13.0,11.0,-18.0,-8284.0,3781.0,5775.0,-12336.0,-1.0,-2.0,0.0,1.0,-1.0,-2.0,-2.0,-2.0,9.623908758163452
1528,13.0,11.0,-18.0,-8284.0,3781.0,5775.0,-12336.0,-1.0,1.0,-6.0,-11.0,-5.0,1.0,1.0,0.0,9.637809038162231
1529,28.0,20.0,-16.0,-8288.0,3781.0,5770.0,-12335.0,-1.0,1.0,-6.0,-11.0,-5.0,1.0,1.0,0.0,9.640939474105835
1530,28.0,20.0,-16.0,-8288.0,3781.0,5770.0,-12335.0,-1.0,0.0,-2.0,-7.0,-2.0,0.0,0.0,0.0,9.644251108169556
1531,28.0,20.0,-16.0,-8288.0,3781.0,5770.0,-12335.0,-3.0,-3.0,0.0,5.0,3.0,1.0,-5.0,0.0,9.652725219726562
1532,32.0,15.0,-25.0,-8293.0,3781.0,5765.0,-12335.0,-3.0,-3.0,0.0,5.0,3.0,1.0,-5.0,0.0,9.654765844345093
1533,32.0,15.0,-25.0,-8293.0,3781.0,5765.0,-12335.0,-2.0,-2.0,-3.0,-6.0,-1.0,-1.0,2.0,0.0,9.667094230651855
1534,32.0,15.0,-25.0,-8293.0,3781.0,5765.0,-12335.0,-1.0,-1.0,-2.0,0.0,1.0,4.0,-1.0,-3.0,9.668845176696777
1535,36.0,2.0,-24.0,-8297.0,3777.0,5760.0,-12335.0,-1.0,-1.0,-2.0,0.0,1.0,4.0,-1.0,-3.0,9.67359972000122
1536,36.0,2.0,-24.0,-8297.0,3777.0,5760.0,-12335.0,1.0,0.0,3.0,8.0,-2.0,1.0,-1.0,0.0,9.681488275527954
1537,36.0,2.0,-24.0,-8297.0,3777.0,5760.0,-12335.0,-1.0,1.0,3.0,5.0,-1.0,0.0,0.0,-3.0,9.688718795776367
1538,30.0,-19.0,-27.0,-8301.0,3770.0,5758.0,-12336.0,-1.0,1.0,3.0,5.0,-1.0,0.0,0.0,-3.0,9.696118354797363
1539,30.0,-19.0,-27.0,-8301.0,3770.0,5758.0,-12336.0,-1.0,-1.0,-2.0,3.0,1.0,-1.0,0.0,-2.0,9.704087495803833
1540,30.0,-19.0,-27.0,-8301.0,3770.0,5758.0,-12336.0,0.0,-2.0,-1.0,-3.0,-3.0,-2.0,-1.0,1.0,9.711909294128418
1541,48.0,-26.0,-22.0,-8304.0,3762.0,5755.0,-12338.0,0.0,-2.0,-1.0,-3.0,-3.0,-2.0,-1.0,1.0,9.715020179748535
1542,48.0,-26.0,-22.0,-8304.0,3762.0,5755.0,-12338.0,0.0,0.0,-4.0,-17.0,-4.0,0.0,-2.0,0.0,9.72804069519043
1543,48.0,-26.0,-22.0,-8304.0,3762.0,5755.0,-12338.0,0.0,0.0,-2.0,1.0,1.0,0.0,2.0,2.0,9.731428623199463
1544,55.0,-28.0,-24.0,-8307.0,3753.0,5752.0,-12340.0,0.0,0.0,-2.0,1.0,1.0,0.0,2.0,2.0,9.734774112701416
1545,55.0,-28.0,-24.0,-8307.0,3753.0,5752.0,-12340.0,-1.0,-2.0,-1.0,1.0,0.0,-1.0,0.0,-1.0,9.750887870788574
1546,55.0,-28.0,-24.0,-8307.0,3753.0,5752.0,-12340.0,-1.0,-1.0,-6.0,4.0,-2.0,-5.0,-1.0,-2.0,9.754497528076172
1547,52.0,-33.0,-30.0,-8311.0,3742.0,5747.0,-12343.0,-1.0,-1.0,-6.0,4.0,-2.0,-5.0,-1.0,-2.0,9.758079767227173
1548,52.0,-33.0,-30.0,-8311.0,3742.0,5747.0,-12343.0,0.0,-1.0,2.0,-4.0,2.0,0.0,-2.0,-2.0,9.773171663284302
1549,52.0,-33.0,-30.0,-8311.0,3742.0,5747.0,-12343.0,0.0,0.0,5.0,5.0,0.0,-1.0,-2.0,-2.0,9.776511907577515
1550,42.0,-44.0,-46.0,-8316.0,3731.0,5748.0,-12343.0,0.0,0.0,5.0,5.0,0.0,-1.0,-2.0,-2.0,9.779801607131958
1551,42.0,-44.0,-46.0,-8316.0,3731.0,5748.0,-12343.0,-1.0,1.0,6.0,4.0,1.0,2.0,2.0,-1.0,9.788154602050781
1552,42.0,-44.0,-46.0,-8316.0,3731.0,5748.0,-12343.0,-1.0,-1.0,4.0,-3.0,-3.0,-2.0,-1.0,1.0,9.790539503097534
1553,34.0,-37.0,-41.0,-8320.0,3721.0,5749.0,-12342.0,-1.0,-1.0,4.0,-3.0,-3.0,-2.0,-1.0,1.0,9.793527364730835
1554,34.0,-37.0,-41.0,-8320.0,3721.0,5749.0,-12342.0,-2.0,-3.0,0.0,-2.0,-2.0,-1.0,-2.0,0.0,9.80130386352539
1555,34.0,-37.0,-41.0,-8320.0,3721.0,5749.0,-12342.0,-1.0,-1.0,-2.0,-2.0,3.0,0.0,-1.0,-1.0,9.808552265167236
1556,44.0,-25.0,-29.0,-8323.0,3713.0,5746.0,-12344.0,-1.0,-1.0,-2.0,-2.0,3.0,0.0,-1.0,-1.0,9.816440343856812
1557,44.0,-25.0,-29.0,-8323.0,3713.0,5746.0,-12344.0,1.0,2.0,-1.0,-5.0,-3.0,-1.0,1.0,-1.0,9.823918104171753
1558,44.0,-25.0,-29.0,-8323.0,3713.0,5746.0,-12344.0,0.0,-1.0,0.0,-3.0,-3.0,-2.0,1.0,0.0,9.831976890563965
1559,37.0,-36.0,-38.0,-8327.0,3704.0,5747.0,-12344.0,0.0,-1.0,0.0,-3.0,-3.0,-2.0,1.0,0.0,9.8337562084198
1560,37.0,-36.0,-38.0,-8327.0,3704.0,5747.0,-12344.0,-3.0,0.0,-11.0,-17.0,-5.0,-2.0,-1.0,-2.0,9.847163677215576
1561,37.0,-36.0,-38.0,-8327.0,3704.0,5747.0,-12344.0,-4.0,-2.0,-7.0,-15.0,1.0,-3.0,-1.0,-4.0,9.849519968032837
1562,25.0,-25.0,-40.0,-8330.0,3700.0,5748.0,-12342.0,-4.0,-2.0,-7.0,-15.0,1.0,-3.0,-1.0,-4.0,9.85440468788147
1563,25.0,-25.0,-40.0,-8330.0,3700.0,5748.0,-12342.0,0.0,-2.0,3.0,13.0,3.0,2.0,-1.0,-1.0,9.861652374267578
1564,25.0,-25.0,-40.0,-8330.0,3700.0,5748.0,-12342.0,-1.0,-1.0,0.0,7.0,-1.0,0.0,2.0,-1.0,9.868895769119263
1565,59.0,-17.0,-35.0,-8334.0,3693.0,5744.0,-12343.0,-1.0,-1.0,0.0,7.0,-1.0,0.0,2.0,-1.0,9.87701416015625
1566,59.0,-17.0,-35.0,-8334.0,3693.0,5744.0,-12343.0,-2.0,-1.0,-3.0,-2.0,2.0,1.0,-2.0,2.0,9.884601593017578
1567,59.0,-17.0,-35.0,-8334.0,3693.0,5744.0,-12343.0,1.0,1.0,0.0,4.0,7.0,7.0,1.0,0.0,9.901196718215942
1568,53.0,-28.0,-33.0,-8338.0,3684.0,5740.0,-12345.0,1.0,1.0,0.0,4.0,7.0,7.0,1.0,0.0,9.905204772949219
1569,53.0,-28.0,-33.0,-8338.0,3684.0,5740.0,-12345.0,-1.0,-1.0,-4.0,-5.0,-1.0,-3.0,-2.0,-2.0,9.907041311264038
1570,53.0,-28.0,-33.0,-8338.0,3684.0,5740.0,-12345.0,-2.0,0.0,3.0,-4.0,-2.0,-2.0,-2.0,0.0,9.908798694610596
1571,9.0,-39.0,-22.0,-8339.0,3678.0,5744.0,-12345.0,-2.0,0.0,3.0,-4.0,-2.0,-2.0,-2.0,0.0,9.913613080978394
1572,9.0,-39.0,-22.0,-8339.0,3678.0,5744.0,-12345.0,-2.0,-1.0,-7.0,-8.0,-2.0,2.0,1.0,-2.0,9.921410322189331
1573,9.0,-39.0,-22.0,-8339.0,3678.0,5744.0,-12345.0,0.0,-2.0,5.0,16.0,-2.0,-3.0,-2.0,-1.0,9.928766965866089
1574,42.0,-23.0,-14.0,-8340.0,3671.0,5742.0,-12346.0,0.0,-2.0,5.0,16.0,-2.0,-3.0,-2.0,-1.0,9.945359706878662
1575,42.0,-23.0,-14.0,-8340.0,3671.0,5742.0,-12346.0,1.0,1.0,5.0,10.0,-1.0,-1.0,1.0,0.0,9.948527812957764
1576,42.0,-23.0,-14.0,-8340.0,3671.0,5742.0,-12346.0,-1.0,-2.0,-4.0,13.0,0.0,-2.0,-2.0,-2.0,9.950592756271362
1577,70.0,-2.0,-17.0,-8346.0,3663.0,5734.0,-12349.0,-1.0,-2.0,-4.0,13.0,0.0,-2.0,-2.0,-2.0,9.95895528793335
1578,70.0,-2.0,-17.0,-8346.0,3663.0,5734.0,-12349.0,0.0,1.0,-5.0,-7.0,4.0,0.0,-2.0,0.0,9.967097759246826
1579,70.0,-2.0,-17.0,-8346.0,3663.0,5734.0,-12349.0,-1.0,-1.0,2.0,5.0,1.0,2.0,-1.0,0.0,9.968857049942017
1580,53.0,6.0,-14.0,-8350.0,3658.0,5727.0,-12351.0,-1.0,-1.0,2.0,5.0,1.0,2.0,-1.0,0.0,9.973860502243042
1581,53.0,6.0,-14.0,-8350.0,3658.0,5727.0,-12351.0,2.0,-2.0,3.0,-2.0,-2.0,-4.0,-1.0,-1.0,9.981559753417969
1582,53.0,6.0,-14.0,-8350.0,3658.0,5727.0,-12351.0,-1.0,2.0,-2.0,-15.0,-5.0,0.0,0.0,-6.0,9.998631238937378
1583,64.0,21.0,-7.0,-8354.0,3655.0,5718.0,-12353.0,-1.0,2.0,-2.0,-15.0,-5.0,0.0,0.0,-6.0,10.00202488899231
